gene	gc
DRAXIN	0.7125
DRC1	0.548
DRD1	0.6295
DRD2	0.6255
DRD3	0.3735
DRD4	0.694
DRD5	0.6265
DRG1	0.5145
DRG2	0.549
DRGX	0.4305
DROSHA	0.5245
DRP2	0.493
DSC1	0.429
DSC2	0.557
DSC3	0.5785
DSCAM	0.54
DSCAML1	0.644
DSCC1	0.5495
DSCR3	0.5865
DSCR4	0.469
DSCR8	0.4695
DSE	0.548
DSEL	0.585
DSG1	0.3665
DSG2	0.5735
DSG3	0.3445
DSG4	0.3675
DSN1	0.58
DSP	0.6265
DSPP	0.3615
DST	0.3645
DSTN	0.655
DSTYK	0.5815
DTD1	0.54
DTD2	0.449
DTHD1	0.38
DTL	0.502
DTNA	0.3735
DTNB	0.6495
DTNBP1	0.586
DTWD1	0.4535
DTWD2	0.487
DTX1	0.687
DTX2	0.564
DTX3	0.572
DTX3L	0.51
DTX4	0.661
DTYMK	0.612
DUOX1	0.632
DUOX2	0.5925
DUOXA1	0.636
DUOXA2	0.5775
DUPD1	0.503
DUS1L	0.675
DUS2	0.5935
DUS3L	0.5645
DUS4L	0.509
DUSP1	0.653
DUSP10	0.586
DUSP11	0.4375
DUSP12	0.517
DUSP13	0.544
DUSP14	0.458
DUSP15	0.6195
DUSP16	0.6175
DUSP18	0.5725
DUSP19	0.3905
DUSP2	0.663
DUSP21	0.4625
DUSP22	0.6205
DUSP23	0.5435
DUSP26	0.537
DUSP27	0.513
DUSP28	0.606
DUSP3	0.622
DUSP4	0.667
DUSP5	0.6665
DUSP6	0.594
DUSP7	0.7045
DUSP8	0.7775
DUSP9	0.6755
DUT	0.605
DUX4	0.713
DUX4L2	0.7135
DUX4L3	0.7135
DUX4L4	0.7135
DUX4L5	0.713
DUX4L6	0.7135
DUX4L7	0.7115
DUXA	0.401
DVL1	0.7545
DVL2	0.5575
DVL3	0.6235
DXO	0.596
DYDC1	0.5955
DYDC2	0.3865
DYM	0.5415
DYNAP	0.3305
DYNC1H1	0.6515
DYNC1I1	0.5725
DYNC1I2	0.451
DYNC1LI1	0.5875
DYNC1LI2	0.5925
DYNC2H1	0.452
DYNC2LI1	0.433
DYNLL1	0.644
DYNLL2	0.673
DYNLRB1	0.549
DYNLRB2	0.489
DYNLT1	0.569
DYNLT3	0.4965
DYRK1A	0.337
DYRK1B	0.6205
DYRK2	0.702
DYRK3	0.5545
DYRK4	0.419
DYSF	0.603
DYTN	0.347
DYX1C1	0.4455
DZANK1	0.5295
DZIP1	0.471
DZIP1L	0.58
DZIP3	0.463
E2F1	0.657
E2F2	0.594
E2F3	0.64
E2F4	0.566
E2F5	0.574
E2F6	0.5495
E2F7	0.546
E2F8	0.645
E4F1	0.616
EAF1	0.5275
EAF2	0.512
EAPP	0.507
EARS2	0.6205
EBAG9	0.5275
EBF1	0.515
EBF2	0.6015
EBF3	0.683
EBF4	0.754
EBI3	0.5555
EBLN1	0.397
EBLN2	0.3615
EBNA1BP2	0.504
EBP	0.536
EBPL	0.559
ECD	0.5075
ECE1	0.639
ECE2	0.5715
ECEL1	0.6905
ECH1	0.532
ECHDC1	0.484
ECHDC2	0.561
ECHDC3	0.6465
ECHS1	0.6425
ECI1	0.5975
ECI2	0.589
ECM1	0.5275
ECM2	0.3235
ECSCR	0.544
ECSIT	0.54
ECT2	0.4745
ECT2L	0.4685
EDA	0.6065
EDA2R	0.5215
EDAR	0.519
EDARADD	0.425
EDC3	0.5155
EDC4	0.5815
EDDM3A	0.4795
EDDM3B	0.4665
EDEM1	0.6365
EDEM2	0.517
EDEM3	0.577
EDF1	0.671
EDIL3	0.6055
EDN1	0.4485
EDN2	0.612
EDN3	0.6095
EDNRA	0.5765
EDNRB	0.497
EDRF1	0.5555
EEA1	0.6095
EED	0.499
EEF1A1	0.583
EEF1A2	0.726
EEF1B2	0.533
EEF1D	0.7225
EEF1E1	0.455
EEF1G	0.582
EEF2	0.529
EEF2K	0.5935
EEFSEC	0.572
EEPD1	0.625
EFCAB1	0.528
EFCAB10	0.4715
EFCAB11	0.4755
EFCAB12	0.495
EFCAB13	0.531
EFCAB14	0.5695
EFCAB2	0.5375
EFCAB3	0.383
EFCAB4A	0.6545
EFCAB4B	0.5885
EFCAB5	0.354
EFCAB6	0.561
EFCAB7	0.458
EFCAB8	0.403
EFCAB9	0.4335
EFCC1	0.6635
EFEMP1	0.5015
EFEMP2	0.6905
EFHB	0.4805
EFHC1	0.5415
EFHC2	0.507
EFHD1	0.6145
EFHD2	0.6735
EFNA1	0.6225
EFNA2	0.746
EFNA3	0.6155
EFNA4	0.601
EFNA5	0.645
EFNB1	0.6495
EFNB2	0.7335
EFNB3	0.6465
EFR3A	0.5645
EFR3B	0.6605
EFS	0.6955
EFTUD1	0.5355
EFTUD2	0.5275
EGF	0.4115
EGFL6	0.5555
EGFL7	0.6385
EGFL8	0.543
EGFLAM	0.62
EGFR	0.684
EGLN1	0.338
EGLN2	0.661
EGLN3	0.535
EGR1	0.6875
EGR2	0.5965
EGR3	0.633
EGR4	0.558
EHBP1	0.581
EHBP1L1	0.632
EHD1	0.653
EHD2	0.5715
EHD3	0.579
EHD4	0.5935
EHF	0.449
EHHADH	0.481
EHMT1	0.6665
EHMT2	0.6185
EI24	0.546
EID1	0.455
EID2	0.525
EID2B	0.5275
EID3	0.503
EIF1	0.5765
EIF1AD	0.5755
EIF1AX	0.5655
EIF1AY	0.4505
EIF1B	0.5585
EIF2A	0.5615
EIF2AK1	0.5415
EIF2AK2	0.5725
EIF2AK3	0.5995
EIF2AK4	0.5465
EIF2B1	0.518
EIF2B2	0.532
EIF2B3	0.5495
EIF2B4	0.6145
EIF2B5	0.5395
EIF2D	0.5235
EIF2S1	0.5435
EIF2S2	0.567
EIF2S3	0.5
EIF2S3L	0.3975
EIF3A	0.5765
EIF3B	0.6435
EIF3C	0.5365
EIF3CL	0.5385
EIF3D	0.5535
EIF3E	0.4415
EIF3F	0.3755
EIF3G	0.5795
EIF3H	0.3975
EIF3I	0.558
EIF3J	0.626
EIF3K	0.578
EIF3L	0.542
EIF3M	0.5455
EIF4A1	0.6005
EIF4A2	0.54
EIF4A3	0.632
EIF4B	0.5675
EIF4E	0.5875
EIF4E1B	0.6115
EIF4E2	0.529
EIF4E3	0.6615
EIF4EBP1	0.608
EIF4EBP2	0.569
EIF4EBP3	0.56
EIF4ENIF1	0.623
EIF4G1	0.6805
EIF4G2	0.553
EIF4G3	0.664
EIF4H	0.6165
EIF5	0.674
EIF5A	0.5825
EIF5A2	0.5965
EIF5AL1	0.516
EIF5B	0.5585
EIF6	0.5925
ELAC1	0.536
ELAC2	0.522
ELANE	0.588
ELAVL1	0.633
ELAVL2	0.4425
ELAVL3	0.684
ELAVL4	0.379
ELF1	0.3335
ELF2	0.723
ELF3	0.5185
ELF4	0.7235
ELF5	0.4685
ELFN1	0.3575
ELFN2	0.692
ELK1	0.5835
ELK3	0.6585
ELK4	0.6045
ELL	0.628
ELL2	0.5975
ELL3	0.5795
ELMO1	0.5425
ELMO2	0.6135
ELMO3	0.638
ELMOD1	0.6125
ELMOD2	0.4905
ELMOD3	0.5485
ELMSAN1	0.642
ELN	0.6535
ELOF1	0.5485
ELOVL1	0.652
ELOVL2	0.6725
ELOVL3	0.528
ELOVL4	0.562
ELOVL5	0.5855
ELOVL6	0.544
ELOVL7	0.614
ELP2	0.586
ELP3	0.4895
ELP4	0.4435
ELP5	0.6235
ELP6	0.584
ELSPBP1	0.438
ELTD1	0.424
EMB	0.525
EMC1	0.5555
EMC10	0.6025
EMC2	0.491
EMC3	0.508
EMC4	0.494
EMC6	0.637
EMC7	0.4965
EMC8	0.647
EMC9	0.573
EMCN	0.391
EMD	0.6985
EME1	0.4855
EME2	0.6905
EMG1	0.568
EMID1	0.6225
EMILIN1	0.617
EMILIN2	0.646
EMILIN3	0.6945
EML1	0.6195
EML2	0.5905
EML3	0.691
EML4	0.5845
EML5	0.6325
EML6	0.6165
EMP1	0.4775
EMP2	0.611
EMP3	0.537
EMR1	0.4415
EMR2	0.4605
EMR3	0.4415
EMX1	0.7115
EMX2	0.59
EN1	0.597
EN2	0.7385
ENAH	0.6665
ENAM	0.3345
ENC1	0.591
ENDOD1	0.601
ENDOG	0.628
ENDOU	0.515
ENDOV	0.6295
ENG	0.599
ENGASE	0.617
ENHO	0.638
ENKD1	0.6625
ENKUR	0.496
ENO1	0.632
ENO2	0.64
ENO3	0.597
ENO4	0.58
ENOPH1	0.649
ENOSF1	0.6085
ENOX1	0.6765
ENOX2	0.4815
ENPEP	0.503
ENPP1	0.5625
ENPP2	0.3955
ENPP3	0.4595
ENPP4	0.4945
ENPP5	0.505
ENPP6	0.467
ENPP7	0.6115
ENSA	0.5155
ENTHD1	0.4565
ENTHD2	0.6605
ENTPD1	0.4185
ENTPD2	0.724
ENTPD3	0.558
ENTPD4	0.557
ENTPD5	0.55
ENTPD6	0.631
ENTPD7	0.5595
ENTPD8	0.6485
ENY2	0.5215
EOGT	0.596
EOMES	0.6115
EP300	0.649
EP400	0.6555
EP400NL	0.621
EPAS1	0.6705
EPB41	0.6085
EPB41L1	0.6595
EPB41L2	0.6075
EPB41L3	0.5595
EPB41L4A	0.649
EPB41L4A-AS2	0.683
EPB41L4B	0.669
EPB41L5	0.5495
EPB42	0.471
EPC1	0.621
EPC2	0.658
EPCAM	0.585
EPDR1	0.5725
EPG5	0.49
EPGN	0.326
EPHA1	0.5955
EPHA10	0.6185
EPHA2	0.6165
EPHA3	0.432
EPHA4	0.6395
EPHA5	0.548
EPHA6	0.654
EPHA7	0.559
EPHA8	0.675
EPHB1	0.624
EPHB2	0.744
EPHB3	0.6635
EPHB4	0.659
EPHB6	0.6595
EPHX1	0.5135
EPHX2	0.527
EPHX3	0.6415
EPHX4	0.535
EPM2A	0.5155
EPM2AIP1	0.5315
EPN1	0.4625
EPN2	0.658
EPN3	0.5925
EPO	0.628
EPOR	0.592
EPPIN	0.458
EPPIN-WFDC6	0.46
EPPK1	0.6945
EPRS	0.53
EPS15	0.5845
EPS15L1	0.6285
EPS8	0.583
EPS8L1	0.586
EPS8L2	0.724
EPS8L3	0.598
EPSTI1	0.493
EPT1	0.549
EPX	0.5695
EPYC	0.311
EQTN	0.406
ERAL1	0.5145
ERAP1	0.591
ERAP2	0.4385
ERAS	0.519
ERBB2	0.589
ERBB2IP	0.5425
ERBB3	0.6315
ERBB4	0.6025
ERC1	0.622
ERC2	0.594
ERCC1	0.57
ERCC2	0.567
ERCC3	0.5485
ERCC4	0.54
ERCC5	0.4445
ERCC6	0.565
ERCC6-PGBD3	0.556
ERCC6L	0.5215
ERCC6L2	0.539
ERCC8	0.531
EREG	0.506
ERF	0.681
ERG	0.555
ERGIC1	0.636
ERGIC2	0.443
ERGIC3	0.541
ERH	0.535
ERI1	0.4785
ERI2	0.554
ERI3	0.558
ERICH1	0.62
ERICH2	0.3805
ERLEC1	0.539
ERLIN1	0.3395
ERLIN2	0.5615
ERMAP	0.5425
ERMARD	0.537
ERMN	0.405
ERMP1	0.5455
ERN1	0.6445
ERN2	0.5565
ERO1L	0.5825
ERO1LB	0.5905
ERP27	0.424
ERP29	0.618
ERP44	0.58
ERRFI1	0.6615
ERV3-1	0.4905
ERVFRD-1	0.479
ERVMER34-1	0.5745
ERVV-1	0.463
ERVV-2	0.509
ERVW-1	0.452
ESAM	0.647
ESCO1	0.598
ESCO2	0.4765
ESD	0.515
ESF1	0.4805
ESM1	0.478
ESPL1	0.533
ESPN	0.686
ESPNL	0.598
ESR1	0.382
ESR2	0.5265
ESRP1	0.6235
ESRP2	0.667
ESRRA	0.6835
ESRRB	0.511
ESRRG	0.409
ESX1	0.5795
ESYT1	0.552
ESYT2	0.6925
ESYT3	0.6245
ETAA1	0.498
ETF1	0.6085
ETFA	0.5385
ETFB	0.4925
ETFDH	0.5865
ETHE1	0.5615
ETNK1	0.538
ETNK2	0.692
ETNPPL	0.52
ETS1	0.3935
ETS2	0.607
ETV1	0.4875
ETV2	0.545
ETV3	0.6055
ETV3L	0.5275
ETV4	0.605
ETV5	0.613
ETV6	0.5835
ETV7	0.5895
EVA1A	0.433
EVA1B	0.6175
EVA1C	0.673
EVC	0.6055
EVC2	0.6345
EVI2A	0.372
EVI2B	0.3485
EVI5	0.372
EVI5L	0.5865
EVL	0.465
EVPL	0.6285
EVPLL	0.6085
EVX1	0.5615
EVX2	0.543
EWSR1	0.633
EXD1	0.5605
EXD2	0.4715
EXD3	0.7155
EXO1	0.4955
EXO5	0.529
EXOC1	0.479
EXOC2	0.6185
EXOC3	0.6635
EXOC3L1	0.544
EXOC3L2	0.581
EXOC3L4	0.6065
EXOC4	0.4345
EXOC5	0.5385
EXOC6	0.5955
EXOC6B	0.547
EXOC7	0.5875
EXOC8	0.611
EXOG	0.496
EXOSC1	0.545
EXOSC10	0.5415
EXOSC2	0.49
EXOSC3	0.516
EXOSC4	0.5825
EXOSC5	0.513
EXOSC6	0.658
EXOSC7	0.6075
EXOSC8	0.5155
EXOSC9	0.434
EXPH5	0.506
EXT1	0.5845
EXT2	0.5545
EXTL1	0.61
EXTL2	0.5635
EXTL3	0.6505
EYA1	0.3985
EYA2	0.5865
EYA3	0.5385
EYA4	0.6275
EYS	0.3015
EZH1	0.5745
EZH2	0.719
EZR	0.637
F10	0.609
F11	0.419
F11R	0.5285
F12	0.541
F13A1	0.542
F13B	0.3355
F2	0.584
F2R	0.6305
F2RL1	0.582
F2RL2	0.37
F2RL3	0.6405
F3	0.6085
F5	0.46
F7	0.5965
F8	0.4155
F8A1	0.7095
F8A2	0.7115
F8A3	0.711
F9	0.344
FA2H	0.5925
FAAH	0.5685
FAAH2	0.417
FABP1	0.4665
FABP12	0.3595
FABP2	0.3455
FABP3	0.5795
FABP4	0.3485
FABP5	0.588
FABP6	0.514
FABP7	0.452
FABP9	0.3335
FADD	0.6
FADS1	0.589
FADS2	0.635
FADS3	0.6925
FADS6	0.6635
FAF1	0.5415
FAF2	0.587
FAH	0.577
FAHD1	0.677
FAHD2A	0.5875
FAHD2B	0.5905
FAIM	0.5865
FAIM2	0.6115
FAIM3	0.4805
FAM101A	0.502
FAM101B	0.4365
FAM102A	0.696
FAM102B	0.5565
FAM103A1	0.509
FAM104A	0.6035
FAM104B	0.5245
FAM105A	0.6155
FAM105B	0.5955
FAM106A	0.4745
FAM107A	0.483
FAM107B	0.443
FAM109A	0.588
FAM109B	0.603
FAM110A	0.5655
FAM110B	0.567
FAM110C	0.6935
FAM110D	0.5685
FAM111A	0.4705
FAM111B	0.5535
FAM114A1	0.5795
FAM114A2	0.4715
FAM115A	0.531
FAM115C	0.572
FAM117A	0.5615
FAM117B	0.6535
FAM118A	0.5875
FAM118B	0.541
FAM120A	0.694
FAM120AOS	0.4745
FAM120B	0.61
FAM120C	0.607
FAM122A	0.524
FAM122B	0.572
FAM122C	0.4825
FAM124A	0.6035
FAM124B	0.4745
FAM126A	0.5545
FAM126B	0.475
FAM127A	0.559
FAM127B	0.5605
FAM127C	0.537
FAM129A	0.562
FAM129B	0.7065
FAM129C	0.5405
FAM131A	0.5525
FAM131B	0.6765
FAM131C	0.6325
FAM132A	0.714
FAM132B	0.6795
FAM133A	0.451
FAM133B	0.5485
FAM134A	0.594
FAM134B	0.642
FAM134C	0.6005
FAM135A	0.5685
FAM135B	0.643
FAM136A	0.576
FAM13A	0.364
FAM13B	0.5895
FAM13C	0.474
FAM149A	0.604
FAM149B1	0.516
FAM150A	0.615
FAM150B	0.6995
FAM151A	0.5445
FAM151B	0.518
FAM153A	0.3455
FAM153B	0.345
FAM153C	0.6165
FAM154A	0.533
FAM154B	0.536
FAM155A	0.642
FAM155B	0.7225
FAM156A	0.5665
FAM156B	0.566
FAM159A	0.61
FAM159B	0.5395
FAM160A1	0.601
FAM160A2	0.5625
FAM160B1	0.5985
FAM160B2	0.623
FAM161A	0.543
FAM161B	0.532
FAM162A	0.5005
FAM162B	0.5835
FAM163A	0.6275
FAM163B	0.6105
FAM166A	0.563
FAM166B	0.555
FAM167A	0.657
FAM167B	0.5445
FAM168A	0.5825
FAM168B	0.5705
FAM169A	0.5695
FAM169B	0.4435
FAM170B	0.4495
FAM171A1	0.67
FAM171A2	0.611
FAM171B	0.526
FAM172A	0.458
FAM173A	0.7095
FAM173B	0.5695
FAM174A	0.5115
FAM174B	0.572
FAM175A	0.5035
FAM175B	0.567
FAM177A1	0.5285
FAM177B	0.438
FAM178A	0.5175
FAM178B	0.554
FAM179A	0.557
FAM179B	0.552
FAM180A	0.522
FAM180B	0.5675
FAM181A	0.4655
FAM181B	0.622
FAM182B	0.5905
FAM183A	0.4985
FAM183B	0.5115
FAM184A	0.5935
FAM184B	0.5885
FAM185A	0.5175
FAM186A	0.4255
FAM186B	0.461
FAM187A	0.5275
FAM187B	0.528
FAM188A	0.485
FAM188B	0.5715
FAM188B2	0.4365
FAM189A1	0.718
FAM189A2	0.3815
FAM189B	0.6515
FAM192A	0.587
FAM193A	0.514
FAM193B	0.607
FAM194A	0.5275
FAM194B	0.512
FAM195A	0.7335
FAM195B	0.5575
FAM196A	0.7105
FAM196B	0.417
FAM197Y1	0.6265
FAM198A	0.5625
FAM198B	0.387
FAM199X	0.579
FAM19A1	0.3635
FAM19A2	0.4665
FAM19A3	0.5195
FAM19A4	0.5845
FAM19A5	0.7255
FAM200A	0.472
FAM200B	0.4595
FAM203A	0.677
FAM203B	0.677
FAM204A	0.462
FAM205A	0.451
FAM206A	0.5695
FAM207A	0.585
FAM208A	0.5945
FAM208B	0.556
FAM209A	0.4925
FAM209B	0.492
FAM20A	0.619
FAM20B	0.63
FAM20C	0.7835
FAM210A	0.585
FAM210B	0.574
FAM211A	0.6985
FAM211B	0.6345
FAM212A	0.655
FAM212B	0.664
FAM213A	0.4745
FAM213B	0.704
FAM214A	0.5875
FAM214B	0.5785
FAM215A	0.5435
FAM216A	0.5515
FAM216B	0.3775
FAM217A	0.6015
FAM217B	0.651
FAM218A	0.468
FAM219A	0.623
FAM219B	0.5695
FAM21A	0.576
FAM21B	0.401
FAM21C	0.579
FAM21D	0.3405
FAM220A	0.595
FAM221A	0.53
FAM221B	0.604
FAM222A	0.684
FAM222B	0.536
FAM227A	0.5545
FAM227B	0.447
FAM228A	0.5265
FAM228B	0.5705
FAM229A	0.6535
FAM229B	0.4405
FAM230A	0.309
FAM231A	0.511
FAM231B	0.4815
FAM231C	0.5115
FAM231D	0.484
FAM24A	0.417
FAM24B	0.5445
FAM25A	0.5585
FAM25B	0.5595
FAM25C	0.5595
FAM25E	0.5075
FAM25G	0.56
FAM26D	0.402
FAM26E	0.391
FAM26F	0.4985
FAM27A	0.527
FAM27B	0.5275
FAM27C	0.528
FAM27D1	0.5895
FAM27E1	0.5655
FAM27E2	0.5655
FAM27E3	0.568
FAM32A	0.542
FAM35A	0.688
FAM3A	0.612
FAM3B	0.6015
FAM3C	0.531
FAM3D	0.5065
FAM43A	0.562
FAM43B	0.6345
FAM45A	0.625
FAM46A	0.623
FAM46B	0.5875
FAM46C	0.5965
FAM46D	0.4405
FAM47A	0.464
FAM47B	0.4775
FAM47C	0.4705
FAM47E	0.516
FAM47E-STBD1	0.553
FAM49A	0.61
FAM49B	0.5905
FAM50A	0.6585
FAM50B	0.614
FAM53A	0.666
FAM53B	0.6645
FAM53C	0.5815
FAM57A	0.6895
FAM57B	0.6485
FAM58A	0.651
FAM60A	0.523
FAM63A	0.531
FAM63B	0.593
FAM64A	0.6175
FAM65A	0.692
FAM65B	0.5825
FAM65C	0.563
FAM69A	0.642
FAM69B	0.689
FAM69C	0.679
FAM71A	0.4865
FAM71B	0.488
FAM71C	0.441
FAM71E1	0.6005
FAM71E2	0.61
FAM71F1	0.514
FAM71F2	0.4915
FAM72A	0.571
FAM72B	0.5695
FAM72C	0.198
FAM72D	0.57
FAM73A	0.4865
FAM73B	0.6035
FAM76A	0.605
FAM76B	0.6135
FAM78A	0.669
FAM78B	0.6335
FAM81A	0.5935
FAM81B	0.395
FAM83A	0.4685
FAM83B	0.5445
FAM83C	0.6
FAM83D	0.603
FAM83E	0.6265
FAM83F	0.648
FAM83G	0.6665
FAM83H	0.709
FAM84A	0.586
FAM84B	0.577
FAM86A	0.659
FAM86B1	0.6435
FAM86B2	0.6415
FAM86C1	0.6405
FAM89A	0.7245
FAM89B	0.6175
FAM8A1	0.588
FAM90A1	0.568
FAM90A26	0.5615
FAM91A1	0.5645
FAM92A1	0.5885
FAM92B	0.56
FAM96A	0.518
FAM96B	0.5985
FAM98A	0.514
FAM98B	0.4535
FAM98C	0.61
FAM9A	0.6035
FAM9B	0.581
FAM9C	0.592
FAN1	0.5105
FANCA	0.666
FANCB	0.525
FANCC	0.572
FANCD2	0.492
FANCD2OS	0.5355
FANCE	0.5685
FANCF	0.495
FANCG	0.558
FANCI	0.5515
FANCL	0.4495
FANCM	0.4425
FANK1	0.6035
FAP	0.3485
FAR1	0.6255
FAR2	0.62
FARP1	0.7265
FARP2	0.668
FARS2	0.5785
FARSA	0.5495
FARSB	0.506
FAS	0.5505
FASLG	0.459
FASN	0.7795
FASTK	0.6835
FASTKD1	0.4285
FASTKD2	0.499
FASTKD3	0.5515
FASTKD5	0.53
FAT1	0.6395
FAT2	0.4975
FAT3	0.3635
FAT4	0.6015
FATE1	0.481
FAU	0.547
FAXC	0.589
FAXDC2	0.4535
FBF1	0.549
FBL	0.562
FBLIM1	0.5735
FBLL1	0.5985
FBLN1	0.6725
FBLN2	0.672
FBLN5	0.517
FBLN7	0.64
FBN1	0.649
FBN2	0.3635
FBN3	0.6065
FBP1	0.5685
FBP2	0.4835
FBRS	0.6255
FBRSL1	0.7435
FBXL12	0.624
FBXL13	0.5865
FBXL14	0.7135
FBXL15	0.6055
FBXL16	0.746
FBXL17	0.664
FBXL18	0.5815
FBXL19	0.6615
FBXL2	0.5125
FBXL20	0.6705
FBXL22	0.5115
FBXL3	0.5895
FBXL4	0.5685
FBXL5	0.64
FBXL6	0.7085
FBXL7	0.57
FBXL8	0.6225
FBXO10	0.5375
FBXO11	0.6805
FBXO15	0.543
FBXO16	0.443
FBXO17	0.59
FBXO18	0.409
FBXO2	0.6835
FBXO21	0.602
FBXO22	0.545
FBXO24	0.5305
FBXO25	0.6225
FBXO27	0.6165
FBXO28	0.506
FBXO3	0.5835
FBXO30	0.607
FBXO31	0.6965
FBXO32	0.6655
FBXO33	0.615
FBXO34	0.5505
FBXO36	0.6135
FBXO38	0.475
FBXO39	0.5335
FBXO4	0.5125
FBXO40	0.457
FBXO41	0.6565
FBXO42	0.5705
FBXO43	0.5165
FBXO44	0.6715
FBXO45	0.612
FBXO46	0.5635
FBXO47	0.4875
FBXO48	0.5455
FBXO5	0.637
FBXO6	0.606
FBXO7	0.6015
FBXO8	0.461
FBXO9	0.3605
FBXW10	0.4155
FBXW11	0.6155
FBXW12	0.4845
FBXW2	0.4965
FBXW4	0.6115
FBXW5	0.7025
FBXW7	0.662
FBXW8	0.513
FBXW9	0.581
FCAMR	0.475
FCAR	0.4215
FCER1A	0.4035
FCER1G	0.5145
FCER2	0.5385
FCF1	0.4405
FCGBP	0.5465
FCGR1A	0.4125
FCGR1B	0.36
FCGR2A	0.465
FCGR2B	0.486
FCGR2C	0.438
FCGR3A	0.5115
FCGR3B	0.5065
FCGRT	0.5655
FCHO1	0.6085
FCHO2	0.5895
FCHSD1	0.5705
FCHSD2	0.68
FCN1	0.515
FCN2	0.581
FCN3	0.538
FCRL1	0.414
FCRL2	0.405
FCRL3	0.41
FCRL4	0.407
FCRL5	0.3965
FCRL6	0.4675
FCRLA	0.456
FCRLB	0.4645
FDCSP	0.3215
FDFT1	0.598
FDPS	0.5535
FDX1	0.575
FDX1L	0.588
FDXACB1	0.492
FDXR	0.5705
FECH	0.5665
FEM1A	0.614
FEM1B	0.6175
FEM1C	0.5635
FEN1	0.543
FER	0.4705
FER1L6	0.426
FERD3L	0.528
FERMT1	0.55
FERMT2	0.629
FERMT3	0.611
FES	0.6555
FETUB	0.447
FEV	0.629
FEZ1	0.587
FEZ2	0.5445
FEZF1	0.57
FEZF2	0.5955
FFAR1	0.656
FFAR2	0.4995
FFAR3	0.5295
FFAR4	0.549
FGA	0.373
FGB	0.2785
FGD1	0.6425
FGD2	0.528
FGD3	0.538
FGD4	0.3905
FGD5	0.5425
FGD6	0.5655
FGF1	0.424
FGF10	0.549
FGF11	0.613
FGF12	0.6605
FGF13	0.6425
FGF14	0.479
FGF16	0.4525
FGF17	0.5995
FGF18	0.7175
FGF19	0.657
FGF2	0.616
FGF20	0.545
FGF21	0.567
FGF22	0.7035
FGF23	0.4835
FGF3	0.693
FGF4	0.706
FGF5	0.5785
FGF6	0.5515
FGF7	0.3415
FGF8	0.7295
FGF9	0.5285
FGFBP1	0.4395
FGFBP2	0.517
FGFBP3	0.5015
FGFR1	0.6835
FGFR1OP	0.6835
FGFR1OP2	0.549
FGFR2	0.6265
FGFR3	0.7635
FGFR4	0.624
FGFRL1	0.706
FGG	0.3985
FGGY	0.543
FGL1	0.3995
FGL2	0.397
FGR	0.611
FH	0.4915
FHAD1	0.4705
FHDC1	0.653
FHIT	0.498
FHL1	0.666
FHL2	0.6065
FHL3	0.656
FHL5	0.3835
FHOD1	0.635
FHOD3	0.7205
FIBCD1	0.704
FIBIN	0.4715
FIBP	0.5965
FICD	0.585
FIG4	0.5025
FIGF	0.3745
FIGLA	0.549
FIGN	0.5425
FIGNL1	0.4915
FILIP1	0.3825
FILIP1L	0.404
FIP1L1	0.4945
FIS1	0.5975
FITM1	0.543
FITM2	0.5705
FIZ1	0.6225
FJX1	0.638
FKBP10	0.6195
FKBP11	0.5645
FKBP14	0.432
FKBP15	0.5445
FKBP1A	0.5695
FKBP1B	0.5935
FKBP1C	0.416
FKBP2	0.689
FKBP3	0.477
FKBP4	0.708
FKBP5	0.6275
FKBP6	0.58
FKBP7	0.451
FKBP8	0.643
FKBP9	0.598
FKBPL	0.531
FKRP	0.6825
FKSG48	0.6385
FKSG52	0.528
FKSG61	0.4475
FKSG62	0.494
FKSG63	0.509
FKSG68	0.482
FKTN	0.468
FLAD1	0.4895
FLCN	0.564
FLG	0.3815
FLG2	0.3665
FLI1	0.653
FLII	0.623
FLJ00104	0.5925
FLJ00273	0.5015
FLJ00325	0.428
FLJ00388	0.5265
FLJ00418	0.596
FLJ20306	0.5795
FLJ20373	0.391
FLJ27365	0.61
FLJ45079	0.557
FLNA	0.6365
FLNB	0.6105
FLNC	0.6715
FLOT1	0.6135
FLOT2	0.612
FLRT1	0.581
FLRT2	0.5365
FLRT3	0.4075
FLT1	0.6725
FLT3	0.5775
FLT3LG	0.6005
FLT4	0.6615
FLVCR1	0.612
FLVCR2	0.5895
FLYWCH1	0.5945
FLYWCH2	0.664
FMN1	0.499
FMN2	0.5655
FMNL1	0.6825
FMNL2	0.5985
FMNL3	0.637
FMO1	0.4995
FMO2	0.3805
FMO3	0.397
FMO4	0.3995
FMO5	0.4705
FMO6P	0.394
FMOD	0.4965
FMR1	0.609
FMR1NB	0.5335
FN1	0.562
FN3K	0.632
FN3KRP	0.627
FNBP1	0.685
FNBP1L	0.612
FNBP4	0.5695
FNDC1	0.6645
FNDC3A	0.611
FNDC3B	0.6415
FNDC4	0.5775
FNDC5	0.67
FNDC7	0.375
FNDC8	0.482
FNDC9	0.4535
FNIP1	0.5935
FNIP2	0.5805
FNTA	0.572
FNTB	0.5155
FOCAD	0.506
FOLH1	0.4915
FOLR1	0.5405
FOLR2	0.468
FOLR3	0.528
FOLR4	0.5345
FOPNL	0.5205
FOS	0.5985
FOSB	0.572
FOSL1	0.6235
FOSL2	0.677
FOXA1	0.6185
FOXA2	0.6595
FOXA3	0.603
FOXB1	0.584
FOXB2	0.6645
FOXC1	0.736
