CHR	TSS	Gene-Symbol	Category	Strand	TS_ID	bigCategory	ID	DukeUq	RepeatMaskerFrac	geneGC
chr1	229694442	ABCB10	WGS	-1	ABCB10	WGS	chr1_229693442_229695442	0.928958	0.1745	0.658
chr1	229761794	TAF5L	WGS	-1	TAF5L	WGS	chr1_229760794_229762794	1	0.1675	0.6515
chr1	229761981	URB2	WGS	1	URB2	WGS	chr1_229760981_229762981	1	0.1785	0.6405
chr1	230202956	GALNT2	WGS	1	GALNT2	WGS	chr1_230201956_230203956	1	0.1775	0.647
chr1	230513391	PGBD5	WGS	-1	PGBD5	WGS	chr1_230512391_230514391	1	0.212	0.463
chr1	230778238	COG2	WGS	1	COG2	WGS	chr1_230777238_230779238	1	0	0.5355
chr1	230850043	AGT	WGS	-1	AGT	WGS	chr1_230849043_230851043	1	0.477	0.5145
chr1	230883130	CAPN9	WGS	1	CAPN9	WGS	chr1_230882130_230884130	0.95575	0.1885	0.544
chr1	231004399	C1orf198	WGS	-1	C1orf198	WGS	chr1_231003399_231005399	1	0.1685	0.6225
chr1	231114584	TTC13	WGS	-1	TTC13	WGS	chr1_231113584_231115584	0.9995	0.1175	0.6115
chr1	231114795	ARV1	WGS	1	ARV1	WGS	chr1_231113795_231115795	0.9915	0.145	0.6005
chr1	231175992	FAM89A	WGS	-1	FAM89A	WGS	chr1_231174992_231176992	1	0.293	0.7245
chr1	231298716	TRIM67	WGS	1	TRIM67	WGS	chr1_231297716_231299716	1	0.012	0.721
chr1	231376913	C1orf131	WGS	-1	C1orf131	WGS	chr1_231375913_231377913	1	0.0445	0.516
chr1	231376956	GNPAT	WGS	1	GNPAT	WGS	chr1_231375956_231377956	1	0.023	0.5215
chr1	231473578	EXOC8	WGS	-1	EXOC8	WGS	chr1_231472578_231474578	0.9955	0.0205	0.611
chr1	231473794	SPRTN	WGS	1	SPRTN	WGS	chr1_231472794_231474794	0.9955	0.0205	0.5975
chr1	231560790	EGLN1	WGS	-1	EGLN1	WGS	chr1_231559790_231561790	1	0.1455	0.338
chr1	231664399	TSNAX	WGS	1	TSNAX	WGS	chr1_231663399_231665399	1	0.1095	0.4975
chr1	231762561	DISC1	WGS	1	DISC1	WGS	chr1_231761561_231763561	0.99975	0.121	0.594
chr1	232697304	SIPA1L2	WGS	-1	SIPA1L2	WGS	chr1_232696304_232698304	1	0.0205	0.42
chr1	232940643	MAP10	WGS	1	MAP10	WGS	chr1_232939643_232941643	1	0.386	0.5075
chr1	233086370	NTPCR	WGS	1	NTPCR	WGS	chr1_233085370_233087370	0.99925	0.426	0.5005
chr1	233431459	PCNXL2	WGS	-1	PCNXL2	WGS	chr1_233430459_233432459	0.990375	0.1005	0.5125
chr1	233463514	MLK4	WGS	1	MLK4	WGS	chr1_233462514_233464514	1	0.2385	0.7005
chr1	233749750	KCNK1	WGS	1	KCNK1	WGS	chr1_233748750_233750750	1	0.2	0.5995
chr1	234040679	SLC35F3	WGS	1	SLC35F3	WGS	chr1_234039679_234041679	0.988875	0.0745	0.6195
chr1	234509429	COA6	WGS	1	COA6	WGS	chr1_234508429_234510429	0.998667	0.1655	0.4805
chr1	234614849	TARBP1	WGS	-1	TARBP1	WGS	chr1_234613849_234615849	0.991917	0.2745	0.638
chr1	234745271	IRF2BP2	WGS	-1	IRF2BP2	WGS	chr1_234744271_234746271	0.99875	0.308	0.7695
chr1	235292251	TOMM20	WGS	-1	TOMM20	WGS	chr1_235291251_235293251	0.849125	0.346	0.526
chr1	235324772	RBM34	WGS	-1	RBM34	WGS	chr1_235323772_235325772	1	0.194	0.484
chr1	235491532	ARID4B	WGS	-1	ARID4B	WGS	chr1_235490532_235492532	1	0	0.632
chr1	235491885	GGPS1	WGS	1	GGPS1	WGS	chr1_235490885_235492885	1	0.064	0.588
chr1	235530675	TBCE	WGS	1	TBCE	WGS	chr1_235529675_235531675	0.872667	0.4645	0.4925
chr1	235667781	B3GALNT2	WGS	-1	B3GALNT2	WGS	chr1_235666781_235668781	0.974917	0.0495	0.6445
chr1	235813293	GNG4	WGS	-1	GNG4	WGS	chr1_235812293_235814293	1	0.146	0.702
chr1	236030220	LYST	WGS	-1	LYST	WGS	chr1_236029220_236031220	1	0.013	0.5945
chr1	236228462	NID1	WGS	-1	NID1	WGS	chr1_236227462_236229462	1	0.03	0.647
chr1	236305832	GPR137B	WGS	1	GPR137B	WGS	chr1_236304832_236306832	1	0.1895	0.6705
chr1	236445285	ERO1LB	WGS	-1	ERO1LB	WGS	chr1_236444285_236446285	1	0.105	0.5905
chr1	236557578	EDARADD	WGS	1	EDARADD	WGS	chr1_236556578_236558578	0.933833	0.1805	0.425
chr1	236681573	LGALS8	WGS	1	LGALS8	WGS	chr1_236680573_236682573	0.859417	0.2465	0.383
chr1	236767804	HEATR1	WGS	-1	HEATR1	WGS	chr1_236766804_236768804	0.975458	0.3215	0.4885
chr1	236849808	ACTN2	WGS	1	ACTN2	WGS	chr1_236848808_236850808	1	0.296	0.602
chr1	236958610	MTR	WGS	1	MTR	WGS	chr1_236957610_236959610	1	0.194	0.5165
chr1	237167718	MT1HL1	WGS	-1	MT1HL1	WGS	chr1_237166718_237168718	0.860042	0.525	0.4505
chr1	237205505	RYR2	WGS	1	RYR2	WGS	chr1_237204505_237206505	1	0.046	0.6315
chr1	238054094	ZP4	WGS	-1	ZP4	WGS	chr1_238053094_238055094	1	0.102	0.468
chr1	238108575	MTRNR2L11	WGS	-1	MTRNR2L11	WGS	chr1_238107575_238109575	0.952792	0	0.397
chr1	239792373	CHRM3	WGS	1	CHRM3	WGS	chr1_239791373_239793373	0.322167	0.8135	0.465
chr1	240255180	FMN2	WGS	1	FMN2	WGS	chr1_240254180_240256180	1	0.0895	0.5655
chr1	240643504	AL646016.1	WGS	-1	AL646016.1	WGS	chr1_240642504_240644504	0.894083	0.5285	0.4
chr1	240775449	GREM2	WGS	-1	GREM2	WGS	chr1_240774449_240776449	0.99425	0.034	0.4545
chr1	241520530	RGS7	WGS	-1	RGS7	WGS	chr1_241519530_241521530	0.986125	0.1765	0.6185
chr1	241683061	FH	WGS	-1	FH	WGS	chr1_241682061_241684061	1	0	0.4915
chr1	241695434	KMO	WGS	1	KMO	WGS	chr1_241694434_241696434	1	0.0865	0.344
chr1	241803663	OPN3	WGS	-1	OPN3	WGS	chr1_241802663_241804663	1	0.1675	0.603
chr1	241799232	CHML	WGS	-1	CHML	WGS	chr1_241798232_241800232	1	0	0.358
chr1	241815580	WDR64	WGS	1	WDR64	WGS	chr1_241814580_241816580	0.911042	0.1875	0.42
chr1	242011482	EXO1	WGS	1	EXO1	WGS	chr1_242010482_242012482	1	0.1685	0.4955
chr1	242162375	MAP1LC3C	WGS	-1	MAP1LC3C	WGS	chr1_242161375_242163375	0.876833	0.387	0.506
chr1	242687820	PLD5	WGS	-1	PLD5	WGS	chr1_242686820_242688820	1	0.2095	0.681
chr1	243418352	CEP170	WGS	-1	CEP170	WGS	chr1_243417352_243419352	0.993292	0.0515	0.5925
chr1	243388058	AC092782.1	WGS	1	AC092782.1	WGS	chr1_243387058_243389058	0.987208	0.124	0.344
chr1	243419358	SDCCAG8	WGS	1	SDCCAG8	WGS	chr1_243418358_243420358	1	0.099	0.5185
chr1	244013430	AKT3	WGS	-1	AKT3	WGS	chr1_244012430_244014430	0.9995	0.304	0.74
chr1	244214585	ZBTB18	WGS	1	ZBTB18	WGS	chr1_244213585_244215585	1	0	0.3815
chr1	244227632	AL590483.1	WGS	1	AL590483.1	WGS	chr1_244226632_244228632	1	0	0.398
chr1	244515937	C1orf100	WGS	1	C1orf100	WGS	chr1_244514937_244516937	0.909958	0.258	0.452
chr1	244615436	ADSS	WGS	-1	ADSS	WGS	chr1_244614436_244616436	1	0.151	0.5645
chr1	244624678	C1orf101	WGS	1	C1orf101	WGS	chr1_244623678_244625678	0.911042	0.4455	0.5355
chr1	244816237	DESI2	WGS	1	DESI2	WGS	chr1_244815237_244817237	0.9915	0.2045	0.59
chr1	244998624	COX20	WGS	1	COX20	WGS	chr1_244997624_244999624	0.9985	0.1	0.556
chr1	245027773	HNRNPU	WGS	-1	HNRNPU	WGS	chr1_245026773_245028773	1	0.017	0.6165
chr1	245134390	RP11-156E8.1	WGS	-1	RP11-156E8.1	WGS	chr1_245133390_245135390	1	0.0875	0.5785
chr1	245133171	EFCAB2	WGS	1	EFCAB2	WGS	chr1_245132171_245134171	1	0.0875	0.5375
chr1	245318287	KIF26B	WGS	1	KIF26B	WGS	chr1_245317287_245319287	1	0.022	0.654
chr1	246670519	SMYD3	WGS	-1	SMYD3	WGS	chr1_246669519_246671519	0.917625	0.3595	0.5785
chr1	246729626	TFB2M	WGS	-1	TFB2M	WGS	chr1_246728626_246730626	0.975042	0.1505	0.566
chr1	246729748	CNST	WGS	1	CNST	WGS	chr1_246728748_246730748	0.977625	0.143	0.5595
chr1	246887349	SCCPDH	WGS	1	SCCPDH	WGS	chr1_246886349_246888349	0.945792	0.386	0.549
chr1	247094726	AHCTF1	WGS	-1	AHCTF1	WGS	chr1_247093726_247095726	0.951792	0.088	0.6125
chr1	247242057	ZNF670	WGS	-1	ZNF670	WGS	chr1_247241057_247243057	0.995167	0.4635	0.5135
chr1	247171358	ZNF695	WGS	-1	ZNF695	WGS	chr1_247170358_247172358	0.87525	0.4445	0.543
chr1	247267674	ZNF669	WGS	-1	ZNF669	WGS	chr1_247266674_247268674	0.915333	0.602	0.5375
chr1	247275719	C1orf229	WGS	-1	C1orf229	WGS	chr1_247274719_247276719	1	0.0535	0.668
chr1	247335318	ZNF124	WGS	-1	ZNF124	WGS	chr1_247334318_247336318	0.680917	0.4225	0.521
chr1	247495045	ZNF496	WGS	-1	ZNF496	WGS	chr1_247494045_247496045	1	0.0845	0.704
chr1	247581351	NLRP3	WGS	1	NLRP3	WGS	chr1_247580351_247582351	0.857917	0.457	0.463
chr1	247615308	OR2B11	WGS	-1	OR2B11	WGS	chr1_247614308_247616308	0.99975	0.044	0.523
chr1	247712390	GCSAML	WGS	1	GCSAML	WGS	chr1_247711390_247713390	0.994917	0.19	0.423
chr1	247697141	OR2C3	WGS	-1	OR2C3	WGS	chr1_247696141_247698141	0.99625	0.685	0.4095
chr1	247751662	OR2G2	WGS	1	OR2G2	WGS	chr1_247750662_247752662	0.744417	0.358	0.439
chr1	247768856	OR2G3	WGS	1	OR2G3	WGS	chr1_247767856_247769856	0.975833	0.107	0.395
chr1	247836365	OR13G1	WGS	-1	OR13G1	WGS	chr1_247835365_247837365	0.995333	0.0355	0.3875
chr1	247876105	OR6F1	WGS	-1	OR6F1	WGS	chr1_247875105_247877105	1	0.074	0.431
chr1	247887345	OR14A2	WGS	-1	OR14A2	WGS	chr1_247886345_247888345	1	0.031	0.3585
chr1	247901917	OR14K1	WGS	1	OR14K1	WGS	chr1_247900917_247902917	1	0.041	0.398
chr1	247921982	OR1C1	WGS	-1	OR1C1	WGS	chr1_247920982_247922982	0.989042	0.0575	0.399
chr1	247979031	OR14A16	WGS	-1	OR14A16	WGS	chr1_247978031_247980031	0.951083	0.161	0.401
chr1	248005254	OR11L1	WGS	-1	OR11L1	WGS	chr1_248004254_248006254	0.917	0.275	0.4655
chr1	248020501	TRIM58	WGS	1	TRIM58	WGS	chr1_248019501_248021501	0.909583	0.2585	0.5935
chr1	248031277	OR2W3	WGS	1	OR2W3	WGS	chr1_248030277_248032277	0.885333	0.5735	0.4425
chr1	248084320	OR2T8	WGS	1	OR2T8	WGS	chr1_248083320_248085320	0.764417	0	0.4275
chr1	248097071	OR2AJ1	WGS	1	OR2AJ1	WGS	chr1_248096071_248098071	1	0.1615	0.369
chr1	248100493	OR2L13	WGS	1	OR2L13	WGS	chr1_248099493_248101493	0.9445	0.3105	0.524
chr1	248112160	OR2L8	negativeControl	1	OR2L8	WGS	chr1_248111160_248113160	0.800458	0.267	0.4045
chr1	248128535	OR2AK2	WGS	1	OR2AK2	WGS	chr1_248127535_248129535	1	0.513	0.35
chr1	248185250	OR2L5	WGS	1	OR2L5	WGS	chr1_248184250_248186250	0.903583	0.2465	0.3795
chr1	248201474	OR2L2	WGS	1	OR2L2	WGS	chr1_248200474_248202474	0.925167	0.274	0.3655
chr1	248223984	OR2L3	WGS	1	OR2L3	WGS	chr1_248222984_248224984	0.826042	0.2745	0.4
chr1	248308450	OR2M5	negativeControl	1	OR2M5	WGS	chr1_248307450_248309450	0.857167	0.1685	0.4165
chr1	248343288	OR2M2	negativeControl	1	OR2M2	WGS	chr1_248342288_248344288	0.878458	0.1915	0.405
chr1	248366332	OR2M3	negativeControl	1	OR2M3	WGS	chr1_248365332_248367332	0.892042	0.197	0.416
chr1	248402231	OR2M4	negativeControl	1	OR2M4	WGS	chr1_248401231_248403231	0.99825	0.125	0.3955
chr1	248437138	OR2T33	WGS	-1	OR2T33	WGS	chr1_248436138_248438138	0.742	0	0.433
chr1	248458880	OR2T12	negativeControl	-1	OR2T12	WGS	chr1_248457880_248459880	0.507	0.36	0.4635
chr1	248487899	OR2M7	negativeControl	-1	OR2M7	WGS	chr1_248486899_248488899	0.885417	0.185	0.4045
chr1	248512077	OR14C36	negativeControl	1	OR14C36	WGS	chr1_248511077_248513077	1	0.1175	0.397
chr1	248524883	OR2T4	negativeControl	1	OR2T4	WGS	chr1_248523883_248525883	0.906	0.149	0.4475
chr1	248550910	OR2T6	negativeControl	1	OR2T6	WGS	chr1_248549910_248551910	1	0.1895	0.422
chr1	248569296	OR2T1	negativeControl	1	OR2T1	WGS	chr1_248568296_248570296	1	0.0015	0.3975
chr1	248604508	OR2T7	WGS	1	OR2T7	WGS	chr1_248603508_248605508	0.67575	0.0355	0.4455
chr1	248616077	OR2T2	negativeControl	1	OR2T2	WGS	chr1_248615077_248617077	0.542	0.126	0.4515
chr1	248636627	OR2T3	WGS	1	OR2T3	WGS	chr1_248635627_248637627	0.67375	0	0.4575
chr1	248651885	OR2T5	negativeControl	1	OR2T5	WGS	chr1_248650885_248652885	0.509417	0.0575	0.44
chr1	248684916	OR2G6	WGS	1	OR2G6	WGS	chr1_248683916_248685916	0.923	0.3235	0.442
chr1	248722797	OR2T29	negativeControl	-1	OR2T29	WGS	chr1_248721797_248723797	0.510417	0.0575	0.439
chr1	248738080	OR2T34	negativeControl	-1	OR2T34	WGS	chr1_248737080_248739080	0.66825	0	0.4595
chr1	248757100	OR2T10	WGS	-1	OR2T10	WGS	chr1_248756100_248758100	0.999667	0	0.3825
chr1	248790491	OR2T11	WGS	-1	OR2T11	WGS	chr1_248789491_248791491	1	0.158	0.4665
chr1	248802559	OR2T35	negativeControl	-1	OR2T35	WGS	chr1_248801559_248803559	0.53925	0.139	0.4555
chr1	248814185	OR2T27	WGS	-1	OR2T27	WGS	chr1_248813185_248815185	0.6785	0.0465	0.4465
chr1	248845629	OR14I1	WGS	-1	OR14I1	WGS	chr1_248844629_248846629	1	0.1825	0.394
chr1	248903150	LYPD8	WGS	-1	LYPD8	WGS	chr1_248902150_248904150	0.97	0.1835	0.5445
chr1	249120832	SH3BP5L	WGS	-1	SH3BP5L	WGS	chr1_249119832_249121832	0.926708	0.382	0.5285
chr1	249132479	ZNF672	WGS	1	ZNF672	WGS	chr1_249131479_249133479	1	0.055	0.6175
chr1	249153059	ZNF692	WGS	-1	ZNF692	WGS	chr1_249152059_249154059	1	0.2105	0.616
chr1	249200442	PGBD2	WGS	1	PGBD2	WGS	chr1_249199442_249201442	0.963875	0.4515	0.556
chr2	46385	FAM110C	WGS	-1	FAM110C	WGS	chr2_45385_47385	1	0.132	0.6935
chr2	264065	SH3YL1	WGS	-1	SH3YL1	WGS	chr2_263065_265065	1	0.0405	0.6415
chr2	264869	ACP1	WGS	1	ACP1	WGS	chr2_263869_265869	1	0.0115	0.627
chr2	288296	FAM150B	WGS	-1	FAM150B	WGS	chr2_287296_289296	1	0.216	0.6995
chr2	677439	TMEM18	WGS	-1	TMEM18	WGS	chr2_676439_678439	1	0.119	0.5725
chr2	946554	SNTG2	WGS	1	SNTG2	WGS	chr2_945554_947554	1	0.0945	0.671
chr2	1417233	TPO	WGS	1	TPO	WGS	chr2_1416233_1418233	1	0.07	0.443
chr2	1748278	PXDN	WGS	-1	PXDN	WGS	chr2_1747278_1749278	0.99375	0.111	0.689
chr2	2334888	MYT1L	WGS	-1	MYT1L	WGS	chr2_2333888_2335888	0.992458	0.018	0.3805
chr2	3381653	TSSC1	WGS	-1	TSSC1	WGS	chr2_3380653_3382653	0.99975	0.38	0.5235
chr2	3383457	TRAPPC12	WGS	1	TRAPPC12	WGS	chr2_3382457_3384457	0.930417	0.265	0.5405
chr2	3523507	ADI1	WGS	-1	ADI1	WGS	chr2_3522507_3524507	1	0.347	0.582
chr2	3595547	RP13-512J5.1	WGS	-1	RP13-512J5.1	WGS	chr2_3594547_3596547	0.795542	0.546	0.4385
chr2	3606206	RNASEH1	WGS	-1	RNASEH1	WGS	chr2_3605206_3607206	0.9405	0.1785	0.574
chr2	3622795	RPS7	WGS	1	RPS7	WGS	chr2_3621795_3623795	0.93725	0.3105	0.5755
chr2	3649496	COLEC11	WGS	1	COLEC11	WGS	chr2_3648496_3650496	0.970708	0.346	0.551
chr2	3705785	ALLC	WGS	1	ALLC	WGS	chr2_3704785_3706785	0.9375	0.2855	0.519
chr2	3751453	DCDC2C	WGS	1	DCDC2C	WGS	chr2_3750453_3752453	0.93	0.321	0.7005
chr2	5832799	SOX11	WGS	1	SOX11	WGS	chr2_5831799_5833799	0.99975	0.162	0.6955
chr2	6111712	DKFZP761K2322	WGS	1	DKFZP761K2322	WGS	chr2_6110712_6112712	0.998333	0.4625	0.471
chr2	7005827	CMPK2	WGS	-1	CMPK2	WGS	chr2_7004827_7006827	1	0.1845	0.6535
chr2	7017796	RSAD2	WGS	1	RSAD2	WGS	chr2_7016796_7018796	1	0.086	0.4235
chr2	7057523	RNF144A	WGS	1	RNF144A	WGS	chr2_7056523_7058523	0.990917	0.238	0.6545
chr2	8818975	ID2	WGS	1	ID2	WGS	chr2_8817975_8819975	1	0.0835	0.592
chr2	8977755	KIDINS220	WGS	-1	KIDINS220	WGS	chr2_8976755_8978755	0.954292	0.235	0.539
chr2	9143942	MBOAT2	WGS	-1	MBOAT2	WGS	chr2_9142942_9144942	1	0.195	0.6855
chr2	9346894	ASAP2	WGS	1	ASAP2	WGS	chr2_9345894_9347894	1	0.2525	0.7075
chr2	9563358	ITGB1BP1	WGS	-1	ITGB1BP1	WGS	chr2_9562358_9564358	1	0.1845	0.638
chr2	9563697	CPSF3	WGS	1	CPSF3	WGS	chr2_9562697_9564697	1	0.122	0.6185
chr2	9614659	IAH1	WGS	1	IAH1	WGS	chr2_9613659_9615659	0.981667	0.182	0.6355
chr2	9695917	ADAM17	WGS	-1	ADAM17	WGS	chr2_9694917_9696917	1	0.123	0.585
chr2	9770745	YWHAQ	WGS	-1	YWHAQ	WGS	chr2_9769745_9771745	0.997	0.0805	0.628
chr2	9983483	TAF1B	WGS	1	TAF1B	WGS	chr2_9982483_9984483	0.989792	0.49	0.5255
chr2	10091827	GRHL1	WGS	1	GRHL1	WGS	chr2_10090827_10092827	1	0.2115	0.7
chr2	10183682	KLF11	WGS	1	KLF11	WGS	chr2_10182682_10184682	0.9975	0.2195	0.7235
chr2	10220538	CYS1	WGS	-1	CYS1	WGS	chr2_10219538_10221538	1	0.2125	0.6845
chr2	10223908	AC104794.4	WGS	1	AC104794.4	WGS	chr2_10222908_10224908	0.985333	0.085	0.4345
chr2	10262455	RRM2	WGS	1	RRM2	WGS	chr2_10261455_10263455	0.972	0.1685	0.627
chr2	10281509	C2orf48	WGS	1	C2orf48	WGS	chr2_10280509_10282509	1	0.388	0.5505
chr2	10443826	HPCAL1	WGS	1	HPCAL1	WGS	chr2_10442826_10444826	1	0.174	0.6755
chr2	10588630	ODC1	WGS	-1	ODC1	WGS	chr2_10587630_10589630	1	0.1385	0.683
chr2	10830093	NOL10	WGS	-1	NOL10	WGS	chr2_10829093_10831093	0.817875	0.428	0.5475
chr2	10861775	ATP6V1C2	WGS	1	ATP6V1C2	WGS	chr2_10860775_10862775	1	0.0315	0.625
chr2	10952970	PDIA6	WGS	-1	PDIA6	WGS	chr2_10951970_10953970	0.862958	0.3395	0.6245
chr2	10987703	AC092687.4	WGS	1	AC092687.4	WGS	chr2_10986703_10988703	1	0.0825	0.529
chr2	11052063	KCNF1	WGS	1	KCNF1	WGS	chr2_11051063_11053063	1	0.1325	0.6465
chr2	11273179	C2orf50	WGS	1	C2orf50	WGS	chr2_11272179_11274179	0.988625	0.1525	0.6055
chr2	11295498	PQLC3	WGS	1	PQLC3	WGS	chr2_11294498_11296498	0.9985	0.349	0.631
chr2	11484711	ROCK2	WGS	-1	ROCK2	WGS	chr2_11483711_11485711	1	0.273	0.7055
chr2	11606275	E2F6	WGS	-1	E2F6	WGS	chr2_11605275_11607275	0.906917	0.308	0.5495
chr2	11603927	AC099344.1	WGS	1	AC099344.1	WGS	chr2_11602927_11604927	0.886583	0.652	0.436
chr2	11674242	GREB1	WGS	1	GREB1	WGS	chr2_11673242_11675242	1	0.619	0.447
chr2	11810290	NTSR2	WGS	-1	NTSR2	WGS	chr2_11809290_11811290	1	0.2745	0.569
chr2	11817721	LPIN1	WGS	1	LPIN1	WGS	chr2_11816721_11818721	1	0.1255	0.555
chr2	12857015	TRIB2	WGS	1	TRIB2	WGS	chr2_12856015_12858015	1	0.05	0.6115
chr2	14772810	FAM84A	WGS	1	FAM84A	WGS	chr2_14771810_14773810	1	0.035	0.586
chr2	14775215	AC011897.1	WGS	1	AC011897.1	WGS	chr2_14774215_14776215	1	0.0395	0.613
chr2	15701454	NBAS	WGS	-1	NBAS	WGS	chr2_15700454_15702454	0.995417	0.514	0.489
chr2	15731302	DDX1	WGS	1	DDX1	WGS	chr2_15730302_15732302	0.886167	0.493	0.5325
chr2	15840525	AC008271.1	WGS	1	AC008271.1	WGS	chr2_15839525_15841525	0.855708	0.7915	0.4025
chr2	16080686	MYCN	WGS	1	MYCN	WGS	chr2_16079686_16081686	1	0	0.6
chr2	16847102	FAM49A	WGS	-1	FAM49A	WGS	chr2_16846102_16848102	1	0.13	0.61
chr2	17699706	RAD51AP2	WGS	-1	RAD51AP2	WGS	chr2_17698706_17700706	1	0.047	0.419
chr2	17722427	VSNL1	WGS	1	VSNL1	WGS	chr2_17721427_17723427	1	0.0225	0.4765
chr2	17935070	SMC6	WGS	-1	SMC6	WGS	chr2_17934070_17936070	1	0.112	0.584
chr2	17935414	GEN1	WGS	1	GEN1	WGS	chr2_17934414_17936414	1	0.127	0.5915
chr2	17997763	MSGN1	WGS	1	MSGN1	WGS	chr2_17996763_17998763	1	0.05	0.5035
chr2	18059114	KCNS3	WGS	1	KCNS3	WGS	chr2_18058114_18060114	1	0.066	0.585
chr2	18741946	RDH14	WGS	-1	RDH14	WGS	chr2_18740946_18742946	1	0.121	0.568
chr2	18770828	NT5C1B-RDH14	WGS	-1	NT5C1B-RDH14	WGS	chr2_18769828_18771828	0.998	0.1495	0.3775
chr2	18770812	NT5C1B	WGS	-1	NT5C1B	WGS	chr2_18769812_18771812	0.998	0.1575	0.377
chr2	19556677	OSR1	WGS	-1	OSR1	WGS	chr2_19555677_19557677	1	0	0.5675
chr2	20101747	TTC32	WGS	-1	TTC32	WGS	chr2_20100747_20102747	1	0.0815	0.4905
chr2	20189892	WDR35	WGS	-1	WDR35	WGS	chr2_20188892_20190892	1	0	0.504
chr2	20212455	MATN3	WGS	-1	MATN3	WGS	chr2_20211455_20213455	1	0.2125	0.605
chr2	20251789	LAPTM4A	WGS	-1	LAPTM4A	WGS	chr2_20250789_20252789	1	0.1415	0.519
chr2	20425194	SDC1	WGS	-1	SDC1	WGS	chr2_20424194_20426194	1	0.0155	0.6805
chr2	20527144	PUM2	WGS	-1	PUM2	WGS	chr2_20526144_20528144	0.958708	0.391	0.377
chr2	20646835	RHOB	WGS	1	RHOB	WGS	chr2_20645835_20647835	0.94625	0.1075	0.622
chr2	20850849	HS1BP3	WGS	-1	HS1BP3	WGS	chr2_20849849_20851849	1	0.08	0.607
chr2	20866424	GDF7	WGS	1	GDF7	WGS	chr2_20865424_20867424	1	0.059	0.708
chr2	21022874	C2orf43	WGS	-1	C2orf43	WGS	chr2_21021874_21023874	0.76475	0.464	0.5135
chr2	21266945	APOB	WGS	-1	APOB	WGS	chr2_21265945_21267945	1	0.0255	0.6185
chr2	21346789	TDRD15	WGS	1	TDRD15	WGS	chr2_21345789_21347789	0.9335	0.4265	0.48
chr2	23608088	KLHL29	WGS	1	KLHL29	WGS	chr2_23607088_23609088	1	0.274	0.7065
chr2	23747214	AC011239.1	WGS	-1	AC011239.1	WGS	chr2_23746214_23748214	1	0.124	0.5065
chr2	24149984	ATAD2B	WGS	-1	ATAD2B	WGS	chr2_24148984_24150984	0.964833	0.1105	0.627
chr2	24163289	UBXN2A	WGS	1	UBXN2A	WGS	chr2_24162289_24164289	0.916292	0.4355	0.583
chr2	24232951	MFSD2B	WGS	1	MFSD2B	WGS	chr2_24231951_24233951	0.99475	0.3085	0.6375
chr2	24270223	C2orf44	WGS	-1	C2orf44	WGS	chr2_24269223_24271223	0.949333	0.1645	0.467
chr2	24272584	FKBP1B	WGS	1	FKBP1B	WGS	chr2_24271584_24273584	0.99675	0.3085	0.5935
chr2	24299313	SF3B14	WGS	-1	SF3B14	WGS	chr2_24298313_24300313	0.98475	0.368	0.589
chr2	24346350	FAM228B	WGS	1	FAM228B	WGS	chr2_24345350_24347350	1	0.039	0.5705
chr2	24308051	TP53I3	WGS	-1	TP53I3	WGS	chr2_24307051_24309051	0.878625	0.445	0.565
chr2	24346347	PFN4	WGS	-1	PFN4	WGS	chr2_24345347_24347347	1	0.039	0.57
chr2	24397972	FAM228A	WGS	1	FAM228A	WGS	chr2_24396972_24398972	1	0.298	0.5265
chr2	24583583	ITSN2	WGS	-1	ITSN2	WGS	chr2_24582583_24584583	0.906375	0.1285	0.65
chr2	24714801	NCOA1	WGS	1	NCOA1	WGS	chr2_24713801_24715801	1	0.183	0.67
chr2	25016251	PTRHD1	WGS	-1	PTRHD1	WGS	chr2_25015251_25017251	1	0.1965	0.549
chr2	25016014	CENPO	WGS	1	CENPO	WGS	chr2_25015014_25017014	1	0.208	0.5325
chr2	25142708	ADCY3	WGS	-1	ADCY3	WGS	chr2_25141708_25143708	1	0.195	0.723
chr2	25194963	DNAJC27	WGS	-1	DNAJC27	WGS	chr2_25193963_25195963	1	0	0.5565
chr2	25264999	EFR3B	WGS	1	EFR3B	WGS	chr2_25263999_25265999	0.97675	0.172	0.6605
chr2	25391772	POMC	WGS	-1	POMC	WGS	chr2_25390772_25392772	0.92575	0.232	0.5855
chr2	25565459	DNMT3A	WGS	-1	DNMT3A	WGS	chr2_25564459_25566459	1	0.3295	0.711
chr2	25896503	DTNB	WGS	-1	DTNB	WGS	chr2_25895503_25897503	1	0.257	0.6495
chr2	26101385	ASXL2	WGS	-1	ASXL2	WGS	chr2_26100385_26102385	1	0.114	0.565
chr2	26205366	KIF3C	WGS	-1	KIF3C	WGS	chr2_26204366_26206366	1	0.065	0.65
chr2	26251481	AC013449.1	WGS	-1	AC013449.1	WGS	chr2_26250481_26252481	0.648375	0.631	0.4945
chr2	26256979	RAB10	WGS	1	RAB10	WGS	chr2_26255979_26257979	0.993375	0.026	0.604
chr2	26395960	GAREML	WGS	1	GAREML	WGS	chr2_26394960_26396960	1	0.3285	0.7265
chr2	26467594	HADHA	WGS	-1	HADHA	WGS	chr2_26466594_26468594	1	0.1	0.5605
chr2	26467763	HADHB	WGS	1	HADHB	WGS	chr2_26466763_26468763	1	0.1	0.561
chr2	26541917	GPR113	WGS	-1	GPR113	WGS	chr2_26540917_26542917	0.94975	0.2395	0.457
