geneName	chr	start	end	strand	avg_exp
CD6	chr11	60739115	60787849	1	119.910393083761
CD63	chr12	56119107	56123491	-1	378.680730434182
CD68	chr17	7482785	7485429	1	1722.98768926666
CD69	chr12	9905082	9913497	-1	29.4128558291659
CD7	chr17	80272744	80275478	-1	20.8006720187454
CD70	chr19	6583194	6604114	-1	0.960077913917952
CD72	chr9	35609530	35646807	-1	19.7157069669567
CD74	chr5	149781200	149792492	-1	1175.18834191697
CD79A	chr19	42381190	42385439	1	84.6635088242242
CD79B	chr17	62006100	62009714	-1	138.572672129265
CD80	chr3	119243140	119278449	-1	1.42157538666595
CD81	chr11	2397407	2418649	1	108.404618470661
CD82	chr11	44585977	44641913	1	49.8891761381734
CD83	chr6	14117872	14137149	1	8.18479148684944
CD84	chr1	160510885	160549306	-1	70.4821159041716
CD86	chr3	121774213	121839983	1	89.0239133026462
CD8A	chr2	87011729	87035519	-1	94.509448787025
CD8B	chr2	87042462	87089047	-1	31.8909811488671
CD9	chr12	6308881	6347425	1	7.21821245056185
CD93	chr20	23059986	23066977	-1	13.1891526579879
CD96	chr3	111011566	111384597	1	206.045147533695
CD99	chrX	2609220	2659350	1	1368.97478819508
CD99L2	chrX	149934810	150067289	-1	25.4966678004319
CDA	chr1	20915441	20945401	1	42.3235348499905
CDADC1	chr13	49822047	49867618	1	19.7710181032611
CDAN1	chr15	43015757	43029324	-1	16.2888183044114
CDC123	chr10	12237964	12292588	1	69.4476399396044
CDC14A	chr1	100810584	100985833	1	132.799576105265
CDC14B	chr9	99252523	99382112	-1	6.80371121991612
CDC16	chr13	115000362	115038198	1	41.5808139516163
CDC20	chr1	43824626	43828874	1	1.62196384961088
CDC20B	chr5	54408799	54469005	-1	0.08557213851228
CDC23	chr5	137523339	137549032	-1	21.5930661486596
CDC25A	chr3	48198636	48229892	-1	0.211369255223919
CDC25B	chr20	3767578	3786762	1	48.5613408184652
CDC25C	chr5	137620954	137674044	-1	0.314160093316061
CDC26	chr9	116018115	116037869	-1	17.6283678468207
CDC27	chr17	45195069	45266788	-1	84.7208186759102
CDC34	chr19	531714	542097	1	26.0705098664168
CDC37	chr19	10501810	10530797	-1	160.875491613242
CDC37L1	chr9	4679559	4708398	1	15.293322682863
CDC40	chr6	110501344	110575478	1	57.1995649448584
CDC42	chr1	22379120	22419437	1	399.14071616644
CDC42BPA	chr1	227177566	227506175	-1	3.38832956327869
CDC42BPB	chr14	103398716	103523799	-1	7.00495150443799
CDC42BPG	chr11	64590859	64612041	-1	1.54478927172105
CDC42EP1	chr22	37956454	37965412	1	0.953113646354607
CDC42EP2	chr11	65082289	65089900	1	2.23820794989646
CDC42EP3	chr2	37869032	37965611	-1	26.6843406495811
CDC42EP4	chr17	71279763	71308314	-1	0.30112213647595
CDC42EP5	chr19	54976210	54984411	-1	0
CDC42SE1	chr1	151023447	151042801	-1	252.241445002479
CDC42SE2	chr5	130581186	130734140	1	22.2197597880932
CDC45	chr22	19466982	19508135	1	1.29233447760734
CDC5L	chr6	44355262	44418163	1	22.2939569056459
CDC6	chr17	38443885	38459171	1	1.03100199031862
CDC7	chr1	91966408	91991321	1	6.69478900759028
CDC73	chr1	193091147	193223031	1	85.1202714876423
CDCA2	chr8	25316513	25365436	1	0.280181482788002
CDCA3	chr12	6953957	6961230	-1	0.401980689794173
CDCA4	chr14	105475910	105487485	-1	0.736851556306426
CDCA5	chr11	64833772	64851636	-1	0.37107832231472
CDCA7	chr2	174219548	174233725	1	1.92423962409651
CDCA7L	chr7	21940518	21985702	-1	6.83296550706642
CDCA8	chr1	38158090	38175391	1	0.825783187362863
CDCP1	chr3	45123770	45187914	-1	0.148761458897529
CDCP2	chr1	54598747	54619443	-1	0.00906417923605106
CDH1	chr16	68771128	68869451	1	6.86655278322973
CDH10	chr5	24487209	24645087	-1	0.143550893051815
CDH11	chr16	64977656	65160015	-1	0.0948222988070476
CDH12	chr5	21750782	22853731	-1	0.0222847815378138
CDH13	chr16	82660408	83830204	1	0.680241878848381
CDH15	chr16	89238175	89261900	1	0.035967484230752
CDH16	chr16	66942025	66952887	-1	0.0204531823525334
CDH17	chr8	95139399	95229531	-1	0.210645451322467
CDH18	chr5	19473060	20575982	-1	0.0616957038230033
CDH19	chr18	64168320	64271375	-1	0.0269417470034346
CDH2	chr18	25530930	25757410	-1	0.132214338818056
CDH20	chr18	59000815	59223006	1	0.37326657307592
CDH22	chr20	44802372	44937137	-1	0
CDH23	chr10	73156691	73575702	1	30.171977668408
CDH24	chr14	23516271	23526747	-1	0.430101955680623
CDH26	chr20	58533471	58609066	1	3.4687999969955
CDH3	chr16	68670092	68756519	1	0.604045507837392
CDH4	chr20	59827482	60515673	1	0.168734878080641
CDH5	chr16	66400533	66438686	1	0.0478491931545248
CDH6	chr5	31193857	31329253	1	0.0118799933798233
CDH7	chr18	63417488	63548638	1	0.0753056629924483
CDH8	chr16	61681146	62070939	-1	0.711432862317125
CDH9	chr5	26880709	27121257	-1	0.381176921703022
CDHR1	chr10	85954410	85979377	1	3.51327845608568
CDHR2	chr5	175969512	176022975	1	0.536840093925743
CDHR3	chr7	105517242	105676877	1	3.25285226109961
CDHR4	chr3	49828165	49837268	-1	0.213011338938669
CDHR5	chr11	616565	626078	-1	2.70625462839615
CDIP1	chr16	4560676	4588829	-1	5.78696526245217
CDIPT	chr16	29869678	29875057	-1	17.9783609819725
CDK1	chr10	62538089	62554610	1	0.576919361224008
CDK10	chr16	89747145	89762772	1	47.2960751729205
CDK11A	chr1	1634169	1655766	-1	124.199727094175
CDK11B	chr1	1570603	1590473	-1	70.6128236105938
CDK12	chr17	37617764	37721160	1	83.3829156282672
CDK13	chr7	39989636	40136733	1	76.1851461561066
CDK14	chr7	90095738	90839905	1	29.073888550941
CDK15	chr2	202655184	202760273	1	0.076581441656484
CDK16	chrX	47077259	47089396	1	32.4272156523549
CDK17	chr12	96672039	96794338	-1	204.295219871781
CDK18	chr1	205473723	205501921	1	2.65622435599074
CDK19	chr6	110931181	111137161	-1	28.7821491709057
CDK2	chr12	56360553	56366568	1	16.7325886025458
CDK20	chr9	90581356	90589668	-1	1.23809381184873
CDK2AP1	chr12	123745528	123756881	-1	36.9551644161867
CDK2AP2	chr11	67273968	67276120	-1	12.9888402960163
CDK3	chr17	73996987	74002080	1	4.40921143134077
CDK4	chr12	58141510	58149796	-1	78.5414577144649
CDK5	chr7	150750899	150755617	-1	8.84646470840573
CDK5R1	chr17	30813637	30818274	1	11.0635302206372
CDK5R2	chr2	219824377	219826876	1	0.0103059305220336
CDK5RAP1	chr20	31946645	31989367	-1	34.5297356919681
CDK5RAP2	chr9	123151147	123342448	-1	114.909520856905
CDK5RAP3	chr17	46045176	46059140	1	197.856472592285
CDK6	chr7	92234235	92465908	-1	17.2469333359659
CDK7	chr5	68530668	68573250	1	42.1706735033291
CDK8	chr13	26828276	26979375	1	41.0002513542134
CDK9	chr9	130547958	130553066	1	62.7012558645368
CDKAL1	chr6	20534688	21232635	1	20.0412999641069
CDKL1	chr14	50796310	50883179	-1	13.2995631128906
CDKL2	chr4	76503215	76555900	-1	0.671152530877725
CDKL3	chr5	133541305	133706738	-1	1.08935524771427
CDKL4	chr2	39402787	39456729	-1	0
CDKL5	chrX	18443703	18671749	1	24.7286451390528
CDKN1A	chr6	36644305	36655116	1	28.5324239941965
CDKN1B	chr12	12867992	12875305	1	251.750389403571
CDKN1C	chr11	2904443	2907111	-1	2.48200525025863
CDKN2A	chr9	21967751	21995300	-1	2.43046456482886
CDKN2AIP	chr4	184365744	184369351	1	13.9071082218037
CDKN2AIPNL	chr5	133737778	133747589	-1	1.65064904985651
CDKN2B	chr9	22002902	22009362	-1	0.396132546321711
CDKN2C	chr1	51426417	51440305	1	4.61561358327868
CDKN2D	chr19	10677138	10679735	-1	8.32597132345755
CDKN3	chr14	54863567	54886936	1	2.26619808915248
CDNF	chr10	14861249	14880574	-1	1.28646529544231
CDO1	chr5	115140430	115152651	-1	0.122858091029891
CDON	chr11	125825691	125933230	-1	2.43485820976502
CDPF1	chr22	46639908	46646576	-1	1.79269868275306
CDR1	chrX	139865425	139866723	-1	1.55886536068956
CDR2	chr16	22357257	22448486	-1	29.0443538022593
CDR2L	chr17	72983727	73001895	1	0
CDRT1	chr17	15468797	15469590	-1	7.76142012706208
CDRT15	chr17	14138990	14140179	-1	2.29075075342856
CDRT15L2	chr17	20483037	20484224	1	0.0313464231481179
CDRT4	chr17	15339332	15406922	-1	5.70035792320725
CDS1	chr4	85504132	85572491	1	0.314743579138391
CDS2	chr20	5107432	5178533	1	80.3811497580302
CDSN	chrHSCHR6_MHC_DBB	31076642	31081981	-1	0
CDT1	chr16	88869621	88875666	1	3.11149566946036
CDV3	chr3	133292574	133309105	1	122.404760925135
CDX1	chr5	149546358	149564120	1	0
CDX2	chr13	28536274	28545276	-1	0
CDX4	chrX	72667090	72675081	1	0
CDY1	chrY	27768264	27771049	1	0.897668026391425
CDY1B	chrY	26191376	26194166	-1	0
CDY2A	chrY	20137667	20140477	1	6.5028997999644e-10
CDY2B	chrY	19989290	19992100	-1	1.05631943649971
CDYL	chr6	4706393	4955785	1	156.313959381999
CDYL2	chr16	80631803	80838226	-1	10.9877453569744
CEACAM1	chr19	43011456	43065386	-1	6.41429872627549
CEACAM16	chr19	45202421	45213986	1	0.0171411676878238
CEACAM19	chr19	45165545	45187631	1	0.593094940414131
CEACAM21	chr19	42055886	42093197	1	15.6038357923047
CEACAM3	chr19	42300369	42315591	1	11.0321491313928
CEACAM4	chr19	42125344	42133442	-1	9.02560346133358
CEACAM5	chr19	42212504	42233718	1	0.0793876586914433
CEACAM6	chr19	42254885	42276113	1	0.0761449388476383
CEACAM7	chr19	42177235	42210895	-1	0.07055869494625
CEACAM8	chr19	43084393	43099207	-1	0.285115744909591
CEBPA	chr19	33790840	33793470	-1	5.74692144834802
CEBPB	chr20	48807376	48809212	1	14.7856748034908
CEBPD	chr8	48649471	48651648	-1	2.38900118541493
CEBPE	chr14	23586513	23588825	-1	0.403302274367556
CEBPG	chr19	33864236	33873592	1	1.48665127262574
CEBPZ	chr2	37428755	37458856	-1	25.2758089769578
CECR2	chr22	17840837	18037850	1	0.773382706543062
CEL	chr9	135937365	135947248	1	2.42711729718605
CELA1	chr12	51722227	51740463	-1	0.466993390214023
CELA2A	chr1	15783223	15798586	1	0.264230685287812
CELA2B	chr1	15792404	15817895	1	2.80625343367435
CELA3A	chr1	22328149	22339032	1	0.271775577253951
CELA3B	chr1	22303514	22325135	1	0.15321943026775
CELF1	chr11	47487496	47587121	-1	82.5846622761049
CELF2	chr10	11047259	11378674	1	161.568369660346
CELF3	chr1	151674880	151689290	-1	0.0909873240157856
CELF4	chr18	34823010	35146000	-1	0.4915157318202
CELF5	chr19	3224701	3297074	1	0.081369679059155
CELF6	chr15	72559087	72612287	-1	1.46205608155022
CELSR1	chr22	46756731	46933067	-1	0.76143998785526
CELSR2	chr1	109792641	109818372	1	0.936296233990588
CELSR3	chr3	48673902	48700348	-1	0.452042138028825
CEMP1	chr16	2577081	2581420	-1	0
CEND1	chr11	787104	790123	-1	0.171411107694671
CENPA	chr2	26987157	27023935	1	0.523820956567762
CENPB	chr20	3764498	3767337	-1	1.88140173343448
CENPBD1	chr16	90036206	90038942	-1	0.277462229178104
CENPC	chr4	68337521	68411324	-1	57.5047222256332
CENPE	chr4	104026963	104119566	-1	4.16462371024531
CENPF	chr1	214776538	214837931	1	1.81099848025251
CENPH	chr5	68485375	68506184	1	1.43540317732171
CENPI	chrX	100353178	100418670	1	0.603384013597945
CENPJ	chr13	25457171	25497018	-1	11.7365022505388
CENPK	chr5	64813593	64858998	-1	13.1798951594652
CENPL	chr1	173768688	173793858	-1	1.55191393144309
CENPM	chr22	42334725	42343168	-1	0.691746660923603
CENPN	chr16	81040103	81066719	1	2.83509297139231
CENPO	chr2	25016005	25045245	1	4.46712230319615
CENPP	chr9	95087766	95382815	1	5.23746412555612
CENPQ	chr6	49431091	49460820	1	3.02828278264111
CENPT	chr16	67862060	67881714	-1	60.2891357526042
CENPU	chr4	185615772	185655287	-1	2.79353089136791
CENPV	chr17	16245848	16256970	-1	4.22725301528641
CENPW	chr6	126661320	126670021	1	2.84971580532078
CEP104	chr1	3728645	3773778	-1	95.4352940103687
CEP112	chr17	63631656	64188202	-1	2.4780834470517
CEP120	chr5	122680579	122759286	-1	33.1854216581827
CEP128	chr14	80943330	81425861	-1	20.2050462277005
CEP135	chr4	56815037	56899529	1	17.2403159773554
CEP152	chr15	49005125	49103343	-1	46.8093885904051
CEP164	chr11	117185273	117283984	1	45.1404924931376
CEP170	chr1	243287730	243418650	-1	96.2174388440037
CEP170B	chr14	105331617	105363107	1	0.17111294167043
CEP19	chr3	196433148	196439164	-1	1.25884289057999
CEP192	chr18	12991361	13125051	1	35.4100091890533
CEP250	chr20	34042985	34099804	1	50.5142189232978
CEP290	chr12	88442793	88535993	-1	14.477531395381
CEP350	chr1	179923873	180084015	1	89.0844312472384
CEP41	chrHG1308_PATCH	130036375	130082274	-1	11.4665967675051
CEP44	chr4	175204828	175254531	1	9.58898912717827
CEP55	chr10	95256389	95288849	1	0.411045548265801
CEP57	chr11	95523129	95565857	1	103.239091724568
CEP57L1	chr6	109416313	109485135	1	10.4123348733572
CEP63	chr3	134204585	134293859	1	77.6152742819388
CEP68	chr2	65283500	65314138	1	8.14636660528598
CEP70	chr3	138213186	138313380	-1	12.1673865248742
CEP72	chr5	612387	667283	1	3.52997190730221
CEP76	chr18	12661832	12702776	-1	5.96975523329058
CEP78	chr9	80850978	80894606	1	25.6913860356496
CEP85	chr1	26560691	26605299	1	11.8362204399517
CEP85L	chr6	118781935	119031238	-1	50.7302789769532
CEP89	chr19	33369902	33462897	-1	7.87086069344924
CEP95	chrHG183_PATCH	62584096	62615309	1	50.1922721336307
CEP97	chr3	101442769	101489406	1	6.96016994607165
CEPT1	chr1	111682249	111727724	1	91.2971341825439
CER1	chr9	14719722	14722715	-1	0
CERCAM	chr9	131174030	131199626	1	1.71053700052161
CERK	chr22	47080308	47134158	-1	76.2302368107796
CERKL	chr2	182401403	182545392	-1	22.9054983751731
CERS1	chr19	18979361	19007536	-1	0.0718075370866187
CERS2	chr1	150933059	150947479	-1	79.2181666798481
CERS3	chr15	100940600	101085200	-1	1.18605198419839
CERS4	chr19	8271620	8327305	1	10.1193272403749
CERS5	chr12	50523575	50561288	-1	28.3706576894551
CERS6	chr2	169312372	169631644	1	4.24271036913003
CES1	chrHSCHR16_1_CTG3_1	55849157	55879488	-1	88.607914580265
CES2	chr16	66968347	66978999	1	14.1324426583724
CES3	chr16	66995140	67009051	1	0.274362394246158
CES4A	chr16	67022492	67043661	1	3.02416994934981
CES5A	chrHSCHR16_1_CTG3_1	55892484	56002378	-1	0.0115508067713067
CETN1	chr18	580367	581524	1	0
CETN2	chrX	151995517	151999321	-1	3.83872478608219
CETN3	chr5	89688078	89705603	-1	16.9513233483171
CETP	chr16	56995762	57017757	1	8.62193437729549
CFB	chrHSCHR6_MHC_QBL	31903824	31910258	1	23.7381094464297
CFC1	chr2	131350339	131357123	-1	0.396859088574411
CFC1B	chr2	131278770	131285579	1	0
CFD	chr19	859453	863453	1	16.1828631966497
CFDP1	chr16	75327596	75467383	-1	73.4783356528868
CFH	chr1	196621008	196716634	1	9.00946476109017
CFHR1	chr1	196788887	196801319	1	0.222052516151337
CFHR2	chr1	196788898	196928356	1	0.637548066185497
CFHR3	chr1	196743925	196763203	1	0.261537949500984
CFHR4	chr1	196819371	196888102	1	0.255545113153674
CFHR5	chr1	196946667	196978804	1	0.036475117156403
CFI	chr4	110661852	110723335	-1	0.395508922487447
CFL1	chr11	65590493	65629497	-1	364.345230863524
CFL2	chr14	35179593	35184029	-1	34.1325931855466
CFLAR	chr2	201980827	202041410	1	209.12859892114
CFP	chrX	47483612	47489704	-1	193.363896422874
CFTR	chr7	117105838	117356025	1	0.728099090746093
CGA	chr6	87795216	87804824	-1	0.122057756275991
CGB1	chr19	49538831	49552006	-1	0.192656346053549
CGB2	chr19	49535169	49536495	1	0.458092833002437
CGB5	chr19	49547141	49548568	1	0.410110282694341
CGB7	chr19	49557531	49562117	-1	0.151802780242678
CGB8	chr19	49550895	49552400	-1	0
CGGBP1	chr3	88101094	88199035	-1	17.7514940298713
CGN	chr1	151482986	151511168	1	0.949395075950398
CGNL1	chr15	57668165	57842925	1	0.0960139012938359
CGREF1	chr2	27321757	27341995	-1	0.533242765670558
CGRRF1	chr14	54976530	55005567	1	10.2563383525296
CH25H	chr10	90965694	90967071	-1	0
CHAC1	chr15	41245160	41248710	1	0.204282059406683
CHAC2	chr2	53994929	54002333	1	1.89496519784556
CHAD	chr17	48541857	48546327	-1	1.16816302306889
CHADL	chr22	41625517	41636938	-1	0.573424529342942
CHAF1A	chr19	4402659	4445015	1	16.6526691575703
CHAF1B	chr21	37757676	37791313	1	1.91184031091598
CHAMP1	chrHG531_PATCH	115079988	115092796	1	17.8003583337841
CHAT	chr10	50817141	50901925	1	1.11460099392125
CHCHD1	chr10	75541805	75543410	1	4.42781203109718
CHCHD10	chr22	24108021	24110630	-1	40.4707558601968
CHCHD2	chr7	56169262	56174269	-1	48.6151876429719
CHCHD3	chr7	132469629	132766848	-1	48.8043928547114
CHCHD4	chr3	14153580	14166370	-1	3.61943935595482
CHCHD5	chr2	113341817	113346852	1	5.59564273515702
CHCHD6	chr3	126423063	126679249	1	6.17093281311444
CHCHD7	chr8	57124245	57131357	1	15.6471441805709
CHD1	chr5	98190908	98262240	-1	88.1767745680683
CHD1L	chr1	146714291	146767443	1	32.5949412063386
CHD2	chr15	93426526	93571237	1	979.560779937885
CHD3	chr17	7788124	7816078	1	109.403276383066
CHD4	chr12	6679249	6716642	-1	120.515197958164
CHD5	chr1	6161853	6240183	-1	0.358045790509296
CHD6	chr20	40030741	40247133	-1	119.710431346099
CHD7	chr8	61591337	61779465	1	168.730527980223
CHD8	chr14	21853353	21924285	-1	117.118390557732
CHD9	chr16	53088945	53363062	1	103.444264989652
CHDH	chr3	53846362	53880417	-1	0.0163861392203268
CHEK1	chr11	125495036	125546150	1	4.36224401946789
CHEK2	chr22	29083731	29138410	-1	15.0053947899544
CHERP	chr19	16628700	16653341	-1	12.2632024714765
CHFR	chr12	133398773	133532890	-1	87.923060681415
CHGA	chr14	93389425	93401638	1	2.04513138770907
CHGB	chr20	5892076	5906007	1	0.0542416153065863
CHI3L1	chr1	203148059	203155877	-1	0.660675706081226
CHI3L2	chr1	111743393	111786062	1	12.1704492954086
CHIA	chr1	111833484	111863188	1	0.00588589315914247
CHIC1	chrX	72783036	72906937	1	2.91266198274659
CHIC2	chr4	54875956	54930857	-1	23.7967535148178
CHID1	chr11	867357	915058	-1	15.4079164681255
CHIT1	chr1	203181955	203242769	-1	0.766107533401305
CHKA	chr11	67820326	67888911	-1	11.6773748279558
CHKB	chr22	51017378	51039884	-1	303.035451839043
CHL1	chr3	238279	451090	1	2.24740889724714
CHM	chrX	85116185	85302566	-1	16.6617881722582
CHML	chr1	241792155	241799232	-1	7.36691470104536
CHMP1A	chr16	89710839	89724253	-1	21.7303774443413
CHMP1B	chr18	11851395	11854448	1	17.0366371960722
CHMP2A	chr19	59062933	59066491	-1	94.3086968310669
CHMP2B	chr3	87276421	87304698	1	15.1307969065938
CHMP3	chr2	86730554	86948245	-1	93.9099659875409
CHMP4A	chr14	24678789	24683075	-1	72.7303458745833
CHMP4B	chr20	32399110	32442172	1	115.290585759862
CHMP4C	chr8	82644669	82671750	1	0
CHMP5	chr9	33264940	33281977	1	47.6811228012667
CHMP6	chr17	78965398	78983317	1	20.9412654359132
CHMP7	chr8	23101150	23119512	1	82.1826862796578
CHN1	chr2	175664091	175870097	-1	2.64222859746719
CHN2	chr7	29161890	29553944	1	77.8316955190441
CHODL	chr21	19273580	19639690	1	0.0660091452158707
CHORDC1	chr11	89934328	89956532	-1	77.2530892360981
CHP1	chr15	41523037	41574043	1	98.0774617416599
CHP2	chr16	23765948	23770272	1	0.311175024332044
CHPF	chr2	220403669	220408509	-1	0.237903518806635
CHPF2	chr7	150929575	150935908	1	7.84537242540823
CHPT1	chr12	102090725	102137918	1	23.0104332555163
CHRAC1	chr8	141521397	141527236	1	10.2935930806356
CHRD	chr3	184097861	184108524	1	0.00590915677475027
CHRDL1	chrX	109917084	110039286	-1	0.0187783492528857
CHRDL2	chr11	74407474	74442430	-1	0.195707027603718
CHRFAM7A	chr15	30653443	30686052	-1	2.32515388395699
CHRM1	chr11	62676151	62689279	-1	0
CHRM2	chr7	136553416	136705002	1	0.0630067239771209
CHRM3	chr1	239549865	240078750	1	0.122683227357112
CHRM4	chr11	46406640	46408107	-1	0.909164000215586
CHRM5	chr15	34260921	34357291	1	0.324268789522271
CHRNA1	chr2	175612320	175629200	-1	0.200728353664621
CHRNA10	chr11	3686817	3692614	-1	0.416288094929873
CHRNA2	chr8	27317279	27337400	-1	8.04442793914251
CHRNA3	chr15	78885394	78913637	-1	0.332344059416104
CHRNA4	chr20	61975420	62009753	-1	0.777912736745697
CHRNA5	chr15	78857862	78887611	1	0.643841790506107
CHRNA6	chr8	42607763	42651535	-1	0.125790842062877
CHRNA7	chr15	32322691	32464722	1	2.25891683153102
CHRNA9	chr4	40337346	40357234	1	0
CHRNB1	chr17	7348380	7361026	1	13.0605389056588
CHRNB2	chr1	154540257	154552502	1	1.41902785063795
CHRNB3	chr8	42552519	42592550	1	0.0227066777057918
CHRNB4	chr15	78916461	79020096	-1	0.146047508547958
CHRND	chr2	233390703	233401377	1	2.07106115928762
CHRNE	chr17	4801069	4806369	-1	2.26851320230273
CHRNG	chr2	233404437	233411113	1	11.2481898973867
CHST1	chr11	45670427	45687172	-1	0.0294717847911772
CHST10	chr2	101008327	101034118	-1	1.79290318717858
CHST11	chr12	104849073	105155792	1	49.2365913890141
CHST12	chr7	2443223	2474242	1	3.51376349960301
CHST13	chr3	126243126	126262134	1	0.0812258942969403
CHST14	chr15	40763160	40765353	1	2.94849851334304
CHST15	chr10	125767184	125853206	-1	30.7445823625917
CHST2	chr3	142838173	142841800	1	1.19387550851045
CHST3	chr10	73724123	73773322	1	0.0149579320726605
CHST4	chr16	71559136	71572649	1	0.417696482147433
CHST5	chr16	75562433	75569145	-1	0.0677994019632413
CHST6	chr16	75510949	75529282	-1	0.0191259301092756
CHST7	chrX	46433219	46457843	1	1.19287539240165
CHST8	chr19	34112861	34264414	1	0.0871545115216092
CHST9	chr18	24495595	24765281	-1	0.0388787977493817
CHSY1	chr15	101715928	101792137	-1	49.9891155407848
CHSY3	chr5	129240165	129522327	1	0.296219448152796
CHTF18	chr16	838046	850737	1	5.98433487921783
CHTF8	chr16	69151913	69166487	-1	51.3056217055331
