V1	V2	V3	ID	DukeUq	RepeatMaskerFrac
chr4	9244605	9246605	chr4_9244605_9246605	0.035	0.164
chr4	9249356	9251356	chr4_9249356_9251356	0.08225	0.1625
chr4	925086	927086	chr4_925086_927086	0.968417	0.0515
chr4	925175	927175	chr4_925175_927175	0.923917	0.096
chr4	9254104	9256104	chr4_9254104_9256104	0.0482083	0.1645
chr4	9258850	9260850	chr4_9258850_9260850	0.0425	0.0345
chr4	9263598	9265598	chr4_9263598_9265598	0.060875	0.164
chr4	9268345	9270345	chr4_9268345_9270345	0.04775	0.0345
chr4	9273090	9275090	chr4_9273090_9275090	0.0345	0.1625
chr4	93224329	93226329	chr4_93224329_93226329	1	0
chr4	93224550	93226550	chr4_93224550_93226550	1	0
chr4	9325891	9327891	chr4_9325891_9327891	0.0261667	0.1635
chr4	9330637	9332637	chr4_9330637_9332637	0.0119167	0.0345
chr4	9335384	9337384	chr4_9335384_9337384	0.0296667	0.035
chr4	9340129	9342129	chr4_9340129_9342129	0.0175	0.034
chr4	9344874	9346874	chr4_9344874_9346874	0	0.034
chr4	9349619	9351619	chr4_9349619_9351619	0	0.034
chr4	9354364	9356364	chr4_9354364_9356364	0.0175	0.034
chr4	9363855	9365855	chr4_9363855_9365855	0.0174167	0.0345
chr4	9389709	9391709	chr4_9389709_9391709	0.591167	0.1775
chr4	9445260	9447260	chr4_9445260_9447260	0.699625	0.2555
chr4	94749042	94751042	chr4_94749042_94751042	1	0
chr4	95127762	95129762	chr4_95127762_95129762	0.924208	0.2865
chr4	95263027	95265027	chr4_95263027_95265027	1	0.111
chr4	95375396	95377396	chr4_95375396_95377396	0.981	0.0805
chr4	95971830	95973830	chr4_95971830_95973830	1	0
chr4	96469357	96471357	chr4_96469357_96471357	1	0.0545
chr4	966344	968344	chr4_966344_968344	0.9865	0.1695
chr4	96760239	96762239	chr4_96760239_96762239	0.999	0.08
chr4	9782258	9784258	chr4_9782258_9784258	0.891333	0.065
chr4	979785	981785	chr4_979785_981785	0.991375	0.389
chr4	986224	988224	chr4_986224_988224	0.938417	0.1585
chr4	99063391	99065391	chr4_99063391_99065391	1	0.1105
chr4	99181669	99183669	chr4_99181669_99183669	0.987583	0.0775
chr4	99578780	99580780	chr4_99578780_99580780	1	0.0565
chr4	99849284	99851284	chr4_99849284_99851284	1	0.0865
chr4	99915771	99917771	chr4_99915771_99917771	1	0.099
chr5	100237970	100239970	chr5_100237970_100239970	1	0.052
chr5	1007944	1009944	chr5_1007944_1009944	1	0.1165
chr5	101568696	101570696	chr5_101568696_101570696	0.926708	0.18
chr5	101631253	101633253	chr5_101631253_101633253	0.918458	0.229
chr5	101833720	101835720	chr5_101833720_101835720	0.99575	0.201
chr5	102200714	102202714	chr5_102200714_102202714	1	0.0215
chr5	102454855	102456855	chr5_102454855_102456855	1	0
chr5	102454904	102456904	chr5_102454904_102456904	1	0
chr5	10248998	10250998	chr5_10248998_10250998	0.976417	0.296
chr5	10249033	10251033	chr5_10249033_10251033	0.976417	0.296
chr5	102593403	102595403	chr5_102593403_102595403	1	0.0745
chr5	102897494	102899494	chr5_102897494_102899494	0.971417	0.126
chr5	10307138	10309138	chr5_10307138_10309138	0.906458	0.4225
chr5	10352879	10354879	chr5_10352879_10354879	1	0.054
chr5	10440636	10442636	chr5_10440636_10442636	0.961417	0.247
chr5	10508306	10510306	chr5_10508306_10510306	0.854375	0.3855
chr5	10563580	10565580	chr5_10563580_10565580	1	0.113
chr5	107005596	107007596	chr5_107005596_107007596	0.99975	0.039
chr5	10760384	10762384	chr5_10760384_10762384	0.99875	0.2845
chr5	107716799	107718799	chr5_107716799_107718799	1	0.0265
chr5	108082523	108084523	chr5_108082523_108084523	0.998208	0.3905
chr5	108744695	108746695	chr5_108744695_108746695	1	0.031
chr5	109024067	109026067	chr5_109024067_109026067	1	0.309
chr5	109217883	109219883	chr5_109217883_109219883	1	0.338
chr5	110061366	110063366	chr5_110061366_110063366	0.89125	0.205
chr5	110073695	110075695	chr5_110073695_110075695	1	0.08
chr5	110406390	110408390	chr5_110406390_110408390	1	0
chr5	110426414	110428414	chr5_110426414_110428414	0.940542	0.164
chr5	110558784	110560784	chr5_110558784_110560784	1	0.1795
chr5	110847208	110849208	chr5_110847208_110849208	1	0.0915
chr5	1111150	1113150	chr5_1111150_1113150	1	0.221
chr5	111311628	111313628	chr5_111311628_111313628	1	0.2985
chr5	111754013	111756013	chr5_111754013_111756013	1	0
chr5	111754280	111756280	chr5_111754280_111756280	1	0
chr5	112042218	112044218	chr5_112042218_112044218	1	0.2975
chr5	112195919	112197919	chr5_112195919_112197919	0.910375	0.4535
chr5	112226313	112228313	chr5_112226313_112228313	0.786958	0.4915
chr5	112257236	112259236	chr5_112257236_112259236	1	0.1055
chr5	112311433	112313433	chr5_112311433_112313433	1	0
chr5	112769728	112771728	chr5_112769728_112771728	0.99725	0.0725
chr5	112823527	112825527	chr5_112823527_112825527	0.997	0.2935
chr5	112848380	112850380	chr5_112848380_112850380	0.998958	0.418
chr5	113695642	113697642	chr5_113695642_113697642	1	0
chr5	114514856	114516856	chr5_114514856_114516856	0.993917	0.0455
chr5	114597569	114599569	chr5_114597569_114599569	0.991667	0
chr5	114631528	114633528	chr5_114631528_114633528	1	0.499
chr5	114879591	114881591	chr5_114879591_114881591	0.985375	0.2825
chr5	114960858	114962858	chr5_114960858_114962858	0.976583	0.3165
chr5	114960870	114962870	chr5_114960870_114962870	0.976583	0.3165
chr5	114960876	114962876	chr5_114960876_114962876	0.976583	0.3165
chr5	115151651	115153651	chr5_115151651_115153651	1	0.0105
chr5	115176178	115178178	chr5_115176178_115178178	0.95225	0.058
chr5	115176555	115178555	chr5_115176555_115178555	0.9895	0
chr5	115297191	115299191	chr5_115297191_115299191	0.97925	0.018
chr5	115357088	115359088	chr5_115357088_115359088	1	0.377
chr5	115386163	115388163	chr5_115386163_115388163	0.890708	0.2115
chr5	115419688	115421688	chr5_115419688_115421688	0.992375	0.359
chr5	115909630	115911630	chr5_115909630_115911630	1	0.034
chr5	118323240	118325240	chr5_118323240_118325240	1	0.116
chr5	118406185	118408185	chr5_118406185_118408185	1	0
chr5	118689009	118691009	chr5_118689009_118691009	1	0.1655
chr5	118787265	118789265	chr5_118787265_118789265	1	0.1285
chr5	11903155	11905155	chr5_11903155_11905155	1	0.0885
chr5	119799019	119801019	chr5_119799019_119801019	1	0.0105
chr5	1200710	1202710	chr5_1200710_1202710	1	0
chr5	121186650	121188650	chr5_121186650_121188650	0.900083	0.1475
chr5	121296656	121298656	chr5_121296656_121298656	0.971792	0.325
chr5	121412980	121414980	chr5_121412980_121414980	1	0.0245
chr5	121464208	121466208	chr5_121464208_121466208	0.864917	0.5495
chr5	121646764	121648764	chr5_121646764_121648764	1	0.07
chr5	122109691	122111691	chr5_122109691_122111691	0.9985	0.1615
chr5	122180144	122182144	chr5_122180144_122182144	1	0.0355
chr5	122371436	122373436	chr5_122371436_122373436	1	0.173
chr5	122423816	122425816	chr5_122423816_122425816	0.953958	0.0865
chr5	1224470	1226470	chr5_1224470_1226470	1	0.052
chr5	122757997	122759997	chr5_122757997_122759997	1	0.086
chr5	122846793	122848793	chr5_122846793_122848793	1	0.184
chr5	124080118	124082118	chr5_124080118_124082118	1	0.0155
chr5	125694824	125696824	chr5_125694824_125696824	0.9915	0.0705
chr5	125930110	125932110	chr5_125930110_125932110	0.771458	0.5385
chr5	125934960	125936960	chr5_125934960_125936960	0.876833	0.5555
chr5	125966414	125968414	chr5_125966414_125968414	0.818083	0.4755
chr5	126111840	126113840	chr5_126111840_126113840	1	0.042
chr5	126365500	126367500	chr5_126365500_126367500	1	0
chr5	126408184	126410184	chr5_126408184_126410184	1	0.331
chr5	126625551	126627551	chr5_126625551_126627551	1	0
chr5	126852301	126854301	chr5_126852301_126854301	0.965792	0.256
chr5	126983736	126985736	chr5_126983736_126985736	1	0
chr5	127418458	127420458	chr5_127418458_127420458	0.9995	0.029
chr5	127993878	127995878	chr5_127993878_127995878	0.916	0.9325
chr5	128299821	128301821	chr5_128299821_128301821	1	0.036
chr5	128429444	128431444	chr5_128429444_128431444	1	0.03
chr5	128794958	128796958	chr5_128794958_128796958	1	0
chr5	129082772	129084772	chr5_129082772_129084772	1	0
chr5	129239165	129241165	chr5_129239165_129241165	1	0.0515
chr5	1294162	1296162	chr5_1294162_1296162	1	0.089
chr5	130500178	130502178	chr5_130500178_130502178	0.940292	0.3735
chr5	130505503	130507503	chr5_130505503_130507503	1	0.1065
chr5	130598793	130600793	chr5_130598793_130600793	0.9935	0.138
chr5	130969804	130971804	chr5_130969804_130971804	1	0
chr5	131131676	131133676	chr5_131131676_131133676	1	0.0105
chr5	131131710	131133710	chr5_131131710_131133710	1	0.0105
chr5	131346355	131348355	chr5_131346355_131348355	1	0.032
chr5	131395222	131397222	chr5_131395222_131397222	1	0.0865
chr5	131408483	131410483	chr5_131408483_131410483	1	0
chr5	131562508	131564508	chr5_131562508_131564508	1	0.0145
chr5	131592364	131594364	chr5_131592364_131594364	1	0.0915
chr5	131629136	131631136	chr5_131629136_131631136	0.97975	0
chr5	131704444	131706444	chr5_131704444_131706444	0.97975	0.187
chr5	131745673	131747673	chr5_131745673_131747673	1	0.131
chr5	131825490	131827490	chr5_131825490_131827490	1	0.09
chr5	131878214	131880214	chr5_131878214_131880214	1	0.21
chr5	131891630	131893630	chr5_131891630_131893630	1	0.12
chr5	131992865	131994865	chr5_131992865_131994865	0.997583	0.1685
chr5	132008678	132010678	chr5_132008678_132010678	0.965667	0.1865
chr5	132072330	132074330	chr5_132072330_132074330	1	0.453
chr5	132082137	132084137	chr5_132082137_132084137	0.99875	0.249
chr5	132112067	132114067	chr5_132112067_132114067	1	0.0495
chr5	132148033	132150033	chr5_132148033_132150033	1	0.325
chr5	132165590	132167590	chr5_132165590_132167590	1	0.021
chr5	132201252	132203252	chr5_132201252_132203252	1	0.108
chr5	132201329	132203329	chr5_132201329_132203329	0.99975	0.108
chr5	132207014	132209014	chr5_132207014_132209014	1	0.0105
chr5	132298326	132300326	chr5_132298326_132300326	0.944417	0.201
chr5	132361296	132363296	chr5_132361296_132363296	0.914958	0.454
chr5	132386654	132388654	chr5_132386654_132388654	1	0.18
chr5	132947255	132949255	chr5_132947255_132949255	1	0.0015
chr5	133303478	133305478	chr5_133303478_133305478	0.952875	0.2305
chr5	133339824	133341824	chr5_133339824_133341824	1	0.0825
chr5	133449402	133451402	chr5_133449402_133451402	1	0.1415
chr5	133511729	133513729	chr5_133511729_133513729	1	0.1455
chr5	133560762	133562762	chr5_133560762_133562762	1	0
chr5	133560833	133562833	chr5_133560833_133562833	1	0
chr5	133701765	133703765	chr5_133701765_133703765	0.935125	0.168
chr5	133705870	133707870	chr5_133705870_133707870	1	0.034
chr5	133746589	133748589	chr5_133746589_133748589	0.983	0.3375
chr5	133860798	133862798	chr5_133860798_133862798	1	0.109
chr5	133967678	133969678	chr5_133967678_133969678	0.781708	0.5395
chr5	133983479	133985479	chr5_133983479_133985479	1	0.0265
chr5	134073191	134075191	chr5_134073191_134075191	0.933458	0.28
chr5	134093494	134095494	chr5_134093494_134095494	0.958292	0.2045
chr5	134180678	134182678	chr5_134180678_134182678	0.993	0.064
chr5	134208493	134210493	chr5_134208493_134210493	1	0.157
chr5	134239810	134241810	chr5_134239810_134241810	0.897417	0.2205
chr5	134302596	134304596	chr5_134302596_134304596	0.846625	0.473
chr5	134367970	134369970	chr5_134367970_134369970	1	0.0575
chr5	134368988	134370988	chr5_134368988_134370988	1	0.141
chr5	1344214	1346214	chr5_1344214_1346214	1	0.0765
chr5	134734312	134736312	chr5_134734312_134736312	1	0.2325
chr5	134782038	134784038	chr5_134782038_134784038	1	0.2235
chr5	134787089	134789089	chr5_134787089_134789089	0.919208	0.357
chr5	134870639	134872639	chr5_134870639_134872639	1	0.143
chr5	134913969	134915969	chr5_134913969_134915969	1	0.1665
chr5	135169416	135171416	chr5_135169416_135171416	1	0.013
chr5	135230516	135232516	chr5_135230516_135232516	0.925542	0.1275
chr5	135289723	135291723	chr5_135289723_135291723	0.954833	0.304
chr5	135363584	135365584	chr5_135363584_135365584	1	0.196
chr5	135467536	135469536	chr5_135467536_135469536	1	0.088
chr5	135700225	135702225	chr5_135700225_135702225	0.989	0.047
chr5	136834037	136836037	chr5_136834037_136836037	0.600417	0.4385
chr5	137070779	137072779	chr5_137070779_137072779	1	0.0265
chr5	137089039	137091039	chr5_137089039_137091039	1	0.105
chr5	137202480	137204480	chr5_137202480_137204480	1	0
chr5	137224158	137226158	chr5_137224158_137226158	0.897708	0.239
chr5	137367720	137369720	chr5_137367720_137369720	1	0.0505
chr5	137418774	137420774	chr5_137418774_137420774	0.897292	0.321
chr5	137474104	137476104	chr5_137474104_137476104	1	0.0355
chr5	137513675	137515675	chr5_137513675_137515675	1	0
chr5	137513687	137515687	chr5_137513687_137515687	1	0
chr5	137548032	137550032	chr5_137548032_137550032	0.830208	0.4045
chr5	137609360	137611360	chr5_137609360_137611360	1	0.061
chr5	137666524	137668524	chr5_137666524_137668524	0.9535	0.136
chr5	137672721	137674721	chr5_137672721_137674721	1	0
chr5	137687285	137689285	chr5_137687285_137689285	1	0.082
chr5	137773776	137775776	chr5_137773776_137775776	0.969625	0.3175
chr5	137800179	137802179	chr5_137800179_137802179	1	0.0645
chr5	137877989	137879989	chr5_137877989_137879989	0.99875	0.0825
chr5	137910133	137912133	chr5_137910133_137912133	0.914667	0.1635
chr5	138088112	138090112	chr5_138088112_138090112	0.989333	0.3065
chr5	138209979	138211979	chr5_138209979_138211979	1	0
chr5	138533087	138535087	chr5_138533087_138535087	0.890083	0.273
chr5	138628337	138630337	chr5_138628337_138630337	0.898708	0.288
chr5	138677131	138679131	chr5_138677131_138679131	1	0.0275
chr5	138717981	138719981	chr5_138717981_138719981	1	0.1975
chr5	138724603	138726603	chr5_138724603_138726603	0.938542	0.2755
chr5	138729885	138731885	chr5_138729885_138731885	1	0.0535
chr5	138738757	138740757	chr5_138738757_138740757	0.993	0.1865
chr5	138774215	138776215	chr5_138774215_138776215	1	0.295
chr5	138841328	138843328	chr5_138841328_138843328	0.86775	0.223
chr5	138851108	138853108	chr5_138851108_138853108	1	0.104
chr5	138861375	138863375	chr5_138861375_138863375	0.873542	0.4125
chr5	138939751	138941751	chr5_138939751_138941751	0.884208	0.3025
chr5	139026877	139028877	chr5_139026877_139028877	1	0.131
chr5	139174406	139176406	chr5_139174406_139176406	1	0.122
chr5	139373	141373	chr5_139373_141373	0.9565	0.2585
chr5	139421879	139423879	chr5_139421879_139423879	0.993875	0.136
chr5	13943652	13945652	chr5_13943652_13945652	1	0.0115
chr5	139492708	139494708	chr5_139492708_139494708	0.99825	0.1465
chr5	139504521	139506521	chr5_139504521_139506521	1	0.1555
chr5	139553227	139555227	chr5_139553227_139555227	0.995333	0.041
chr5	139681706	139683706	chr5_139681706_139683706	0.998	0.2145
chr5	139725216	139727216	chr5_139725216_139727216	1	0.054
chr5	139738787	139740787	chr5_139738787_139740787	0.891333	0.2265
chr5	139780429	139782429	chr5_139780429_139782429	1	0.0165
chr5	139780493	139782493	chr5_139780493_139782493	1	0.0165
chr5	139926251	139928251	chr5_139926251_139928251	0.956583	0.1835
chr5	139936895	139938895	chr5_139936895_139938895	1	0.2725
chr5	139942845	139944845	chr5_139942845_139944845	1	0.0155
chr5	139943476	139945476	chr5_139943476_139945476	0.999	0.0455
chr5	140012286	140014286	chr5_140012286_140014286	0.833958	0.342
chr5	140018012	140020012	chr5_140018012_140020012	0.88325	0.542
chr5	140026355	140028355	chr5_140026355_140028355	0.987	0.226
chr5	140026370	140028370	chr5_140026370_140028370	0.987	0.226
chr5	140043261	140045261	chr5_140043261_140045261	0.842208	0.4905
chr5	140052171	140054171	chr5_140052171_140054171	0.975667	0
chr5	140070011	140072011	chr5_140070011_140072011	1	0.254
chr5	140070609	140072609	chr5_140070609_140072609	0.918625	0.3175
chr5	140078919	140080919	chr5_140078919_140080919	0.903583	0.212
chr5	140164876	140166876	chr5_140164876_140166876	0.979667	0.013
chr5	140173550	140175550	chr5_140173550_140175550	0.925125	0.3195
chr5	140179783	140181783	chr5_140179783_140181783	0.921042	0.0685
chr5	140185773	140187773	chr5_140185773_140187773	0.939208	0
chr5	140200361	140202361	chr5_140200361_140202361	0.949167	0
chr5	140206563	140208563	chr5_140206563_140208563	0.884542	0.015
chr5	140212969	140214969	chr5_140212969_140214969	0.796	0
chr5	140219907	140221907	chr5_140219907_140221907	0.853792	0
chr5	140226048	140228048	chr5_140226048_140228048	0.926167	0.105
chr5	140234634	140236634	chr5_140234634_140236634	0.934292	0.109
chr5	140242224	140244224	chr5_140242224_140244224	0.93375	0.149
chr5	140247689	140249689	chr5_140247689_140249689	0.934792	0.126
chr5	140254058	140256058	chr5_140254058_140256058	0.9185	0
chr5	140260854	140262854	chr5_140260854_140262854	0.928625	0
chr5	140305478	140307478	chr5_140305478_140307478	1	0
chr5	140344820	140346820	chr5_140344820_140346820	1	0.053
chr5	140429979	140431979	chr5_140429979_140431979	1	0.128
chr5	140473227	140475227	chr5_140473227_140475227	1	0.1425
chr5	140479234	140481234	chr5_140479234_140481234	1	0.0795
chr5	140500581	140502581	chr5_140500581_140502581	1	0
chr5	140513800	140515800	chr5_140513800_140515800	0.998667	0.324
chr5	140528839	140530839	chr5_140528839_140530839	1	0
chr5	140534577	140536577	chr5_140534577_140536577	0.964708	0.1815
chr5	140551243	140553243	chr5_140551243_140553243	1	0
chr5	140556371	140558371	chr5_140556371_140558371	0.791667	0.1945
chr5	140559980	140561980	chr5_140559980_140561980	0.97625	0.2775
chr5	140570942	140572942	chr5_140570942_140572942	0.89675	0.071
chr5	140578348	140580348	chr5_140578348_140580348	0.9775	0
chr5	140587291	140589291	chr5_140587291_140589291	0.993	0
chr5	140592509	140594509	chr5_140592509_140594509	0.782167	0.128
chr5	140602078	140604078	chr5_140602078_140604078	1	0.221
chr5	140624147	140626147	chr5_140624147_140626147	0.993833	0.1665
chr5	140682612	140684612	chr5_140682612_140684612	0.967667	0.307
chr5	140699330	140701330	chr5_140699330_140701330	0.9615	0.149
chr5	140709252	140711252	chr5_140709252_140711252	0.999667	0.0135
chr5	140717539	140719539	chr5_140717539_140719539	0.9995	0.173
chr5	140722601	140724601	chr5_140722601_140724601	0.990833	0.0875
chr5	140728828	140730828	chr5_140728828_140730828	0.996125	0.062
chr5	140733768	140735768	chr5_140733768_140735768	0.987583	0
chr5	140738703	140740703	chr5_140738703_140740703	1	0.1145
chr5	140742898	140744898	chr5_140742898_140744898	0.99075	0
chr5	140748831	140750831	chr5_140748831_140750831	0.99975	0.108
chr5	140752651	140754651	chr5_140752651_140754651	0.985333	0.0715
chr5	140761467	140763467	chr5_140761467_140763467	0.932792	0.1135
chr5	140766452	140768452	chr5_140766452_140768452	0.8695	0
chr5	140771381	140773381	chr5_140771381_140773381	0.971167	0
chr5	140781520	140783520	chr5_140781520_140783520	0.969917	0.0525
chr5	140786770	140788770	chr5_140786770_140788770	0.92675	0.083
chr5	140791743	140793743	chr5_140791743_140793743	0.990667	0.0135
chr5	140796427	140798427	chr5_140796427_140798427	0.92675	0.0245
chr5	140799762	140801762	chr5_140799762_140801762	0.997917	0
chr5	140809185	140811185	chr5_140809185_140811185	1	0.0345
chr5	140854580	140856580	chr5_140854580_140856580	1	0
chr5	140863741	140865741	chr5_140863741_140865741	1	0
chr5	140867808	140869808	chr5_140867808_140869808	1	0
chr5	140997622	140999622	chr5_140997622_140999622	1	0.115
chr5	141015437	141017437	chr5_141015437_141017437	0.999	0.04
chr5	141015593	141017593	chr5_141015593_141017593	1	0.022
chr5	141029986	141031986	chr5_141029986_141031986	1	0.1565
chr5	141060788	141062788	chr5_141060788_141062788	0.978542	0.183
chr5	141256975	141258975	chr5_141256975_141258975	0.993875	0.1035
chr5	141302373	141304373	chr5_141302373_141304373	0.900833	0.2555
chr5	141337627	141339627	chr5_141337627_141339627	1	0.177
chr5	141347604	141349604	chr5_141347604_141349604	0.89025	0.427
chr5	141391359	141393359	chr5_141391359_141393359	1	0.172
chr5	14142811	14144811	chr5_14142811_14144811	1	0.1315
chr5	141487070	141489070	chr5_141487070_141489070	0.998	0.237
chr5	141703566	141705566	chr5_141703566_141705566	1	0.037
chr5	141999907	142001907	chr5_141999907_142001907	0.969292	0.766
chr5	142148949	142150949	chr5_142148949_142150949	1	0.1125
chr5	142782254	142784254	chr5_142782254_142784254	1	0.1265
chr5	143190726	143192726	chr5_143190726_143192726	1	0.4185
chr5	143549223	143551223	chr5_143549223_143551223	1	0.158
chr5	143583840	143585840	chr5_143583840_143585840	1	0.055
chr5	1444545	1446545	chr5_1444545_1446545	1	0.0675
chr5	145213867	145215867	chr5_145213867_145215867	0.99825	0.2985
chr5	145251531	145253531	chr5_145251531_145253531	1	0.1795
